gene,t_stat,p_value,p_adj,significant,log2FC,regulation
KAT6A,-2.3879321415898653,0.020762604486559182,0.02747918496361264,True,-0.2809790722232144,DOWN
LSM6,-2.3878992147224105,0.020764269129339676,0.02747918994920212,True,-0.17529448741732345,DOWN
TMEM26,-2.387147046876366,0.020802328197137537,0.02752735503652248,True,-0.3949997230428721,DOWN
NPHP4,-2.3865963875024794,0.02083023080390509,0.02756207362848766,True,-0.2394159290459772,DOWN
WIPF2,-2.385930303892801,0.020864027005924705,0.027604584311317414,True,-0.1829397726907782,DOWN
RNF219,2.385390753453243,0.020891439162312644,0.027638642326920097,True,0.19489439975642586,UP
AL358113.1,-2.3847039501134715,0.020926379354150985,0.02768265342723499,True,-0.5290242271112113,DOWN
LAX1,-2.384403630358204,0.02094167419342827,0.027700671532640768,True,-0.5570249059906134,DOWN
NDUFB8,-2.383873548084009,0.02096869498593255,0.027734196062215527,True,-0.1888234736337857,DOWN
CTAGE8,2.382965083197441,0.021015076508971782,0.02779332061078642,True,0.38669221025946676,UP
SCARA3,-2.3828746435736283,0.021019698925040704,0.02779721195066729,True,-0.44117816997056103,DOWN
NCOA2,-2.381544804061393,0.021087773154365236,0.02788384016549334,True,-0.2752989049970038,DOWN
TSEN2,-2.381529140919623,0.02108857612516278,0.02788384016549334,True,-0.18726092384745208,DOWN
FAM171A1,-2.3810070213708716,0.021115358285646313,0.0279170211631787,True,-0.49413173521817644,DOWN
NTN1,2.38045758911332,0.021143574410213136,0.02795209257826419,True,0.5672656062323167,UP
CEACAM19,2.379883932368117,0.02117307068596281,0.027988850631132524,True,0.45510394951036304,UP
LRRTM2,-2.3793585238418915,0.02120011852582217,0.028022366462389377,True,-0.4357509692760204,DOWN
IWS1,2.3792930622393405,0.021203490636448278,0.028024584804284772,True,0.12568420599052743,UP
SMG1,2.379236600828722,0.021206399508522746,0.02802619057979941,True,0.186076091468939,UP
PLOD3,2.378664347532468,0.02123590200959902,0.02806293919718976,True,0.2568625067708368,UP
ATPAF1,2.3776910625221066,0.021286164277320295,0.02812711348680331,True,0.1874493366905856,UP
NCOA3,2.377627417802749,0.02128945472507881,0.02812921485596781,True,0.26137283968468417,UP
HIBCH,2.377468234181916,0.021297686555787013,0.028137844291742885,True,0.20607635101812782,UP
COG1,-2.3754365852838824,0.02140299988276054,0.02827472317632331,True,-0.12980570555878046,DOWN
SREK1,-2.375193681160408,0.021415622365745363,0.0282891394843319,True,-0.16156687005374515,DOWN
PEX11A,-2.375125285274091,0.021419177754146257,0.028291577194822753,True,-0.24706172357986844,DOWN
AC018816.3,-2.374890418673205,0.021431390735534985,0.028305449007697478,True,-0.5874082071678011,DOWN
TMEM60,2.3745693745696563,0.02144809502118149,0.028325250010013393,True,0.19450896022277675,UP
TMEM200B,-2.374489737090912,0.021452240455977073,0.02832846343236816,True,-0.37821809440808174,DOWN
EFCAB7,-2.3740488304983933,0.021475204332866694,0.028356524795473223,True,-0.23665925964344048,DOWN
STOX2,2.373889355085042,0.021483515768868606,0.028365235687170302,True,0.3572605859373015,UP
TCF7L1,-2.371330013236695,0.02161729711967194,0.028539593109238127,True,-0.42450706932923055,DOWN
PHF20,-2.369678512874307,0.021704020038525302,0.02865180017054186,True,-0.2192106990698317,DOWN
PLA2G4B,2.369534208025876,0.021711612514535034,0.028659536385270634,True,0.3980563780919182,UP
SLC25A43,2.3693108858919714,0.021723367111359127,0.028672764966688215,True,0.21038923497192386,UP
TRAF3IP3,-2.3691648612276786,0.02173105622792831,0.02868062582092166,True,-0.35569296258408656,DOWN
RAB11FIP5,-2.368657402807083,0.0217577960801597,0.02871362655709039,True,-0.21058735146638874,DOWN
ELL,-2.3681415360899423,0.021785009226384038,0.028744953955700127,True,-0.23744753789866202,DOWN
BCKDHB,-2.3681550056726377,0.02178429828741451,0.028744953955700127,True,-0.19588711942210235,DOWN
TM7SF3,2.3669326447401415,0.0218489005652565,0.028826958520906602,True,0.26411741469299876,UP
FAIM,2.3665910674879407,0.021866983734766032,0.02884851653709465,True,0.2529442316410542,UP
KCNK15,-2.3657684791717415,0.021910586790562105,0.028903736122616014,True,-0.44106368781820926,DOWN
CREB1,2.365510006115851,0.02192430378909643,0.028919525328119304,True,0.18314083507572576,UP
RTP4,-2.3652074870547675,0.02194036805561766,0.02893840796238793,True,-0.4356839201388709,DOWN
VKORC1L1,-2.3643023215111056,0.021988496874200018,0.028999575989130274,True,-0.17470268174272796,DOWN
PHAX,-2.3642209452023195,0.02199282838917696,0.029000665154932083,True,-0.17470284828618787,DOWN
CCDC50,-2.3642514884689447,0.02199120253624189,0.029000665154932083,True,-0.3096078316976847,DOWN
FAM84B,-2.3625588806281232,0.022081464557392395,0.02911522402789745,True,-0.2950969387339555,DOWN
POLR1D,2.3625120875296854,0.022083964610372545,0.029116200054077116,True,0.22352990841190135,UP
SNX9,2.3618785413155843,0.022117838570763472,0.02915853698432523,True,0.17961239145281027,UP
TTC9B,2.3614778660417217,0.022139285589988796,0.029184485705231824,True,0.3408720438610744,UP
C3orf58,2.360089123060884,0.022213765366277814,0.029280333650817912,True,0.37078716945103274,UP
HFE,-2.3590789756392825,0.022268081582999,0.029349590519454988,True,-0.29705690253237726,DOWN
PDP2,-2.3578358362420633,0.022335089180787367,0.029435562410078615,True,-0.2964761614964093,DOWN
POLR1E,2.3573867068580174,0.02235934248868679,0.02946517893073062,True,0.2288194261522598,UP
CSNK1D,-2.355927954289061,0.022438278965331387,0.029566846565897403,True,-0.15372557926162855,DOWN
BRSK2,2.3550129136183044,0.02248792120611429,0.029629900163666553,True,0.5437679514944946,UP
TREML4,-2.35497246259733,0.022490117998797972,0.029630434964971527,True,-0.49274186473540205,DOWN
RRN3,2.3526043295167542,0.022619060697531727,0.02979794245088482,True,0.21333285117690437,UP
MAPK8,2.352341595251654,0.0226334070486631,0.029814468122621892,True,0.18686144807367455,UP
CAPN5,-2.3519699461565318,0.022653714499672586,0.029838842958130954,True,-0.38411922348628025,DOWN
SDHAF1,2.349496203030195,0.022789299528855143,0.030015042246848297,True,0.18784657427082685,UP
ANO4,-2.349227664620567,0.022804061642131848,0.030032094234583414,True,-0.652320231923532,DOWN
RP5-1021I20.4,-2.3488343937350598,0.02282569600193517,0.030058193278575087,True,-0.32735007080891343,DOWN
HTR2B,-2.347540073948964,0.022897028034721816,0.030149727722600276,True,-0.48155989730491955,DOWN
WDR54,2.3473523312103612,0.02290739138586305,0.030160973299307982,True,0.3137265270313563,UP
MIB2,2.347250893876663,0.02291299244701824,0.03016594732521021,True,0.27254823503226966,UP
RPS19BP1,2.34498804525876,0.02303825905631005,0.030328452903138903,True,0.18764725171932284,UP
CECR2,-2.344763335825471,0.02305073188537942,0.030342458353377556,True,-0.5776254074713565,DOWN
LYRM4,2.3444392522497153,0.02306873126209076,0.030363735778145717,True,0.22156918722490992,UP
IQCE,-2.3442425055599436,0.023079664569081712,0.03037570999088831,True,-0.20882491673739523,DOWN
KLHDC4,-2.343886260819877,0.023099473054348715,0.030399362208415485,True,-0.17234733335688546,DOWN
TLR10,-2.3417871788154367,0.02321649864142715,0.03055094011154157,True,-0.6101806544290409,DOWN
RAB11A,2.340766663674796,0.02327358455098238,0.030623624653730197,True,0.14980399545584966,UP
MORC3,-2.3402596353892173,0.023301993514347755,0.030658567212316787,True,-0.1564675207860109,DOWN
RP11-279O9.4,-2.3393013457626144,0.023355771503795187,0.030726879733642763,True,-0.5449685450831794,DOWN
RPS3,2.33889044721895,0.02337886458008764,0.030754815494756303,True,0.18705883246014743,UP
MIPOL1,2.3380294999343345,0.02342731724387022,0.030816104611212654,True,0.28058057283835414,UP
PRLR,2.3376149804675985,0.023450677705354424,0.03084438052588353,True,0.6595629758937669,UP
AGAP6,-2.336923347337137,0.023489701417543713,0.030893251983566034,True,-0.2597892354371174,DOWN
SYNGAP1,-2.3361751478196466,0.023531982110589038,0.030945537088763457,True,-0.28431495478470836,DOWN
TASP1,2.3361536633811557,0.02353319719859908,0.030945537088763457,True,0.16627812457515834,UP
SS18,2.336110698236382,0.023535627331772935,0.03094627308306312,True,0.18490188206452807,UP
PHKA2,2.3355191406836475,0.02356910897913372,0.03098783439762932,True,0.20078601586969924,UP
GOLGA8B,-2.334592018134511,0.02362166897284567,0.03105447065202476,True,-0.4133371582824523,DOWN
ZNF404,-2.33333325908442,0.02369319761570864,0.031146031666287894,True,-0.2752709016276098,DOWN
LRBA,-2.3332966039012013,0.02369528343398784,0.031146298912793264,True,-0.21274232600013399,DOWN
FAM65C,-2.333187314946265,0.023701503362109484,0.031151999771695377,True,-0.49671960632000633,DOWN
DKKL1,2.3331370956271704,0.02370436196777092,0.031153282131763434,True,0.42969969608567204,UP
CNIH4,2.3327298611908276,0.023727554123419897,0.031181285383000967,True,0.20823562239881355,UP
NFRKB,2.3326388664252673,0.023732739080723517,0.031185622118224968,True,0.20235148753059917,UP
AC115618.1,-2.332543616666062,0.023738167575711136,0.03119027815598322,True,-0.3062392138576655,DOWN
RBFOX3,-2.3322486852183975,0.023754983410759337,0.031209894427937205,True,-0.48664783227949115,DOWN
ZNF839,-2.3312533237924393,0.02381181362853038,0.031282075312373765,True,-0.15529622549063404,DOWN
KLLN,2.330922934732205,0.023830704047273193,0.03130440638841882,True,0.241062140943741,UP
NFKBIB,2.330509926395461,0.02385433716005762,0.03133296350533132,True,0.22568507413389582,UP
KMT2A,-2.33006814174434,0.023879640085269813,0.03136370923321339,True,-0.2592167951280153,DOWN
COMMD5,2.3295169913154905,0.023911240480161414,0.03140272057027073,True,0.16313797540904496,UP
KIAA1841,-2.3292811624335457,0.023924773217209743,0.031417999276032636,True,-0.24608096355085252,DOWN
MTRNR2L8,-2.3286129025874676,0.023963157621211203,0.03146590816213805,True,-0.37297118813678765,DOWN
WDFY3,-2.3285450416530478,0.02396705858372647,0.031466035888569624,True,-0.2576507553847147,DOWN
PRR12,2.3285484894718493,0.023966860373368412,0.031466035888569624,True,0.29196301990436435,UP
RBM18,2.3281891115949773,0.02398752839306397,0.031490411589561486,True,0.1433316934484683,UP
PRRT3,-2.3275130608987555,0.024026451591466595,0.031539006789972616,True,-0.32543562789888547,DOWN
FAM195A,2.3273322950197075,0.024036868628992958,0.0315501778236167,True,0.25882766758133435,UP
ABCA4,2.326305683303118,0.02409610597135673,0.031625422282730214,True,0.7921168012327557,UP
HES4,2.325620598461835,0.024135709101558146,0.03167488752956925,True,0.40135971166328677,UP
MXD1,2.32513859342941,0.02416360749600916,0.03170898524916494,True,0.3578438759644538,UP
ANKRD36C,2.3249675912718955,0.024173511999362837,0.031719466732449686,True,0.3544926718924746,UP
IL17B,-2.324652655120251,0.024191762696396828,0.03174089720950718,True,-0.51179099631331,DOWN
KLK1,2.3245983315605963,0.02419491201602122,0.03174197073550206,True,0.7097549043746021,UP
GRHPR,-2.3245723575542923,0.024196417945974737,0.03174197073550206,True,-0.16058802845770437,DOWN
GABRB3,-2.3244925148601836,0.024201047617523112,0.03174552706191389,True,-0.6134151932060776,DOWN
STK25,2.323606191539871,0.02425249415107276,0.03181048959326929,True,0.151177083414046,UP
SERPINI1,2.32336437855843,0.024266547102619246,0.0318263988753734,True,0.4817706594139466,UP
MGST2,-2.3226395369467943,0.02430871481487127,0.03187917617406826,True,-0.28078367462917875,DOWN
MAPK1,2.322170064830636,0.02433606128570579,0.03191250962764543,True,0.217647440110726,UP
C8orf56,-2.3219057035975053,0.024351472254578583,0.03193018770423226,True,-0.5647131184599394,DOWN
TMEM132B,2.321143458070886,0.024395956235852938,0.031985981133385126,True,0.47385284334490274,UP
ANKRD36,2.3208630381810034,0.024412339539009967,0.03200492533065926,True,0.25233800773920567,UP
CATSPERB,2.320330997874968,0.02444345055693063,0.032043173240188356,True,0.5472336547179104,UP
SLC7A8,2.3200921510596193,0.024457428613829574,0.03205895709204645,True,0.42294295798094517,UP
ENTPD4,2.319222521776702,0.024508382320460036,0.032123202526500146,True,0.20843114447287014,UP
MIF4GD,-2.3191617326475678,0.024511947644830695,0.03212533062291856,True,-0.17392308608155105,DOWN
ZNF594,2.317213617374363,0.02462645136076534,0.03227284259515743,True,0.33118135536793947,UP
BRD8,-2.3143068637776754,0.024798188157838484,0.03249532893009961,True,-0.20568918491206567,DOWN
ARSG,-2.314217453094276,0.024803487616837,0.03249969926511192,True,-0.2696006861765623,DOWN
ZC3H12D,-2.3140685441586437,0.024812315838321032,0.03250869223511415,True,-0.425676566458308,DOWN
ST6GALNAC1,-2.3139405626894383,0.024819905593054806,0.0325160612904499,True,-0.6254887191892742,DOWN
TAPBP,-2.3124495103512763,0.024908483031595968,0.032629521120962415,True,-0.24058835983337268,DOWN
GNAS,2.3117082897559595,0.024952620816301486,0.03268475270411749,True,0.17745097447466307,UP
RBM11,-2.3105853256157705,0.025019623360981704,0.03276992309273609,True,-0.4825007142652007,DOWN
SCNN1D,2.310058720065374,0.025051098928724584,0.032808551553530296,True,0.38456027035351514,UP
C1orf27,2.3098132312592665,0.025065784024312,0.03282518574341001,True,0.14352918249436009,UP
TSKS,-2.3093437921522906,0.025093887164327842,0.03285938766393385,True,-0.6626238142918006,DOWN
RNF39,2.308686925373611,0.025133257893791977,0.03290833743690949,True,0.4609838961225492,UP
CYB5RL,-2.307985293347102,0.025175372555987167,0.032958263881849,True,-0.24960915371236414,DOWN
MEIS3,2.3079939360291473,0.025174853406313136,0.032958263881849,True,0.3819618247767229,UP
EIF3K,2.3069010218311905,0.025240578477145996,0.03304101360110614,True,0.21215654138751106,UP
ABHD17B,2.3063638427528175,0.025272939097771778,0.03308075770353117,True,0.20470445644768986,UP
CBY3,-2.3060201755192815,0.025293661618174146,0.03310526314948906,True,-0.3959112418673185,DOWN
KIAA2013,2.304835913028117,0.02536518661457237,0.03319362592249465,True,0.15353017685420767,UP
ZNF791,-2.304866529072589,0.025363335252833553,0.03319362592249465,True,-0.16137758092189447,DOWN
RMND1,2.304198701154238,0.02540374636882911,0.03324145710789921,True,0.1656778460398467,UP
TAX1BP3,-2.3040881329961524,0.025410442523276483,0.03324758968348038,True,-0.21647060360770887,DOWN
VPRBP,-2.30333400278682,0.025456155622718076,0.03330476789323664,True,-0.17529443558468394,DOWN
HERC4,-2.302611562143954,0.025500016522098053,0.03335951398419485,True,-0.14646593714188683,DOWN
PSPC1,2.3014130669883865,0.025572928257040547,0.03345225316356229,True,0.16215608843402407,UP
MBTD1,2.300724707369953,0.025614889291757044,0.03350449389929008,True,0.250374599341062,UP
MSC,2.300450031076195,0.025631650130297022,0.03352376690954658,True,0.5698163158176008,UP
MAP9,-2.2994916399837355,0.025690208031574645,0.03359769914492155,True,-0.3649430838103296,DOWN
TRAM2,2.2993270335876907,0.025700277503006293,0.03360821145172614,True,0.25078493938230473,UP
SLX4,2.2985042848155453,0.025750660266184264,0.03367143555710256,True,0.2117889066377323,UP
RP11-41O4.1,-2.2984120345872996,0.02575631488685699,0.033676167994551046,True,-0.43730149160414955,DOWN
TRAF3IP2,2.298085025685455,0.02577636831584205,0.03369972451881523,True,0.22058695543317164,UP
RNF220,2.297705475537211,0.02579966121351358,0.0337275122295814,True,0.16548948844455502,UP
EHMT1,2.2968555684713214,0.025851887812652078,0.03379311715733022,True,0.20843070176274736,UP
SLC39A9,2.296422703195918,0.0258785234653061,0.03382526234266783,True,0.13568572048659888,UP
TM9SF3,2.2941813462616696,0.026016833018272057,0.03400335747589155,True,0.13862776422652523,UP
MEAF6,-2.2918997227686946,0.02615830308223536,0.034185554857471094,True,-0.21313672165661757,DOWN
AFAP1L2,2.291395821395944,0.02618963922764299,0.03422380388763551,True,0.45959216700628147,UP
CERS1,2.2911897842371665,0.02620246169634746,0.034235151920245496,True,0.7346933334484502,UP
C2orf66,2.291209219910637,0.02620125190245811,0.034235151920245496,True,0.4415576911714525,UP
COA5,2.2899982113274167,0.02627672745416576,0.034329473762568896,True,0.20411808404971232,UP
EPN1,2.289604896735871,0.026301282208100955,0.03435884043687567,True,0.16803943818682932,UP
ZBTB10,-2.289474563200114,0.026309423476191234,0.03436676230961503,True,-0.3664844417163753,DOWN
CDK19,2.2878908785496024,0.02640852751463135,0.03449349393933652,True,0.2256828158036619,UP
AC093157.1,2.287045677324043,0.02646155449525851,0.03456002677013357,True,0.3286360987641519,UP
NR2C2,-2.2859951224167423,0.02652759720923842,0.0346435469118991,True,-0.22117491118472454,DOWN
NANOS1,2.285585427807069,0.02655339222398186,0.0346744967913007,True,0.3062640317361103,UP
RRP8,-2.2847732447872984,0.026604594526764835,0.03473861703459271,True,-0.12548854431069145,DOWN
SLC9B2,2.2835997514342705,0.026678730007541153,0.034832669505584626,True,0.3523654038946944,UP
ANKS3,-2.282814439434079,0.026728444712816567,0.03489482504328494,True,-0.19824029958680978,DOWN
CELSR1,2.2823188446395033,0.02675986107425555,0.034933083594252644,True,0.34274333643238464,UP
C6ORF50,2.280924841024271,0.026848404879388207,0.035045906014159994,True,0.3145965892069085,UP
CPA5,2.2803616376467724,0.026884252066809746,0.03508992982371152,True,0.4659779335838916,UP
SCD,-2.280247648528623,0.02689151250839712,0.03509663756814943,True,-0.33627402390689554,DOWN
TBC1D3F,2.280186233725388,0.026895424995779835,0.03509897511872357,True,0.25080474816354936,UP
SFR1,-2.2789711196985545,0.02697293913525894,0.03519735610007565,True,-0.25960706543956036,DOWN
DPY19L1,-2.278836622991456,0.02698153110319202,0.035205791175261195,True,-0.21842826252479242,DOWN
ARNTL,-2.278744298397741,0.02698743042536806,0.03521071180409389,True,-0.2964661281665286,DOWN
UBN1,2.2778587981852008,0.027044070066660965,0.03528182772850542,True,0.18411863806202078,UP
ETV7,-2.275756245792789,0.027178980194356307,0.03545503645159861,True,-0.3394087589809587,DOWN
