gene,t_stat,p_value,p_adj,significant,log2FC,regulation
SERPINA9,-5.38722935928864,1.9271573074511913e-06,3.983112760996872e-06,True,-1.434828689256597,DOWN
DCTN4,-5.387010256455823,1.9286422483522852e-06,3.985683986883407e-06,True,-0.3535316893511986,DOWN
EIF4A1,5.386646368988226,1.9311109490480613e-06,3.990287330086197e-06,True,0.3482352733021763,UP
TSSK6,5.386412116475782,1.932701828082657e-06,3.993075892311133e-06,True,0.6192876827255409,UP
FOXN3,-5.384709290744418,1.9443052505807e-06,4.0165476802169655e-06,True,-0.466666874425675,DOWN
PSMB1,5.383275127218496,1.954131380429658e-06,4.036342532984855e-06,True,0.38647043047735075,UP
KIAA2026,-5.3826576478517225,1.9583771321645974e-06,4.044607371322339e-06,True,-0.5035253839791922,DOWN
VAPB,5.38198796563886,1.9629921405765096e-06,4.053632671722211e-06,True,0.3390192475779177,UP
RNF215,5.381614564813841,1.9655700416943035e-06,4.058449561940878e-06,True,0.5005892809826538,UP
TAS1R1,-5.381075398428682,1.9692982709309737e-06,4.06564011636548e-06,True,-0.851743294387467,DOWN
PSMA2,5.380701337064196,1.971888939701766e-06,4.070480662179129e-06,True,0.5252944680213645,UP
MKNK1,-5.380053026518644,1.976386984853368e-06,4.07925681941105e-06,True,-0.48940982893597784,DOWN
UBE2B,-5.379570316348015,1.9797426664087504e-06,4.08567324631817e-06,True,-0.39843186451190427,DOWN
PIK3R1,-5.379057127206236,1.983316409796903e-06,4.092538039422519e-06,True,-0.8427462537853536,DOWN
C2CD4D,5.378450095902377,1.9875518877727197e-06,4.100766427634324e-06,True,0.9376644862887553,UP
STAM2,-5.378334457871273,1.9883597500436978e-06,4.101921703799623e-06,True,-0.35745260611920315,DOWN
LBR,5.377807733752373,1.99204362313336e-06,4.109009069285805e-06,True,0.46568674396805143,UP
NXT1,5.376512533924323,2.001130892736684e-06,4.127238920509654e-06,True,0.5817659493755443,UP
TOB1,-5.376227488682033,2.003136299787379e-06,4.130860037390276e-06,True,-0.6262735198214759,DOWN
INPP5B,-5.376092936304029,2.004083619827466e-06,4.132298540633777e-06,True,-0.8501913108160872,DOWN
PGM3,5.375824193193494,2.005977040060076e-06,4.135687243338811e-06,True,0.4572543500708317,UP
ERLEC1,-5.374793258948038,2.0132568750002768e-06,4.150178793530972e-06,True,-0.3692151546378373,DOWN
TMEM216,5.374286472775888,2.0168450647707232e-06,4.157057630077441e-06,True,0.49352629858492847,UP
STRA13,5.373952195741303,2.019215301614198e-06,4.161424659343162e-06,True,0.48705798069067896,UP
PIP5K1C,-5.372263748598262,2.031229626381337e-06,4.1856637400023935e-06,True,-0.4747076009462283,DOWN
PLCD1,-5.370605706403659,2.0430963859624025e-06,4.209592740441837e-06,True,-0.8468563069857922,DOWN
C2orf49,5.369908275168169,2.0481084242925957e-06,4.219394082918814e-06,True,0.4184301264511179,UP
SLC25A29,-5.369656962275983,2.0499174442019566e-06,4.222595133755151e-06,True,-0.548039714911452,DOWN
REG1A,5.369536109765261,2.050787936597428e-06,4.2238623691030065e-06,True,1.8945235232421995,UP
TOMM34,5.369121290047382,2.0537786362477768e-06,4.22949558585007e-06,True,0.5296089350610949,UP
CHRDL2,-5.3684240011158275,2.0588155570174032e-06,4.2393407433363215e-06,True,-1.4489068123432602,DOWN
FZD8,-5.368388579077476,2.059071756630443e-06,4.2393407433363215e-06,True,-1.0821751930340993,DOWN
PKP4,5.368262985247407,2.059980402548173e-06,4.240683807410666e-06,True,0.4470584179382122,UP
SPECC1L,-5.368166002906849,2.0606823214202077e-06,4.241601021136767e-06,True,-0.47058978213226865,DOWN
SLC25A5,5.367790853317624,2.0633997295938084e-06,4.246666068681373e-06,True,0.5150980675183714,UP
DLEU7,-5.366548060067009,2.0724272801017635e-06,4.264715093194487e-06,True,-0.8213629860728937,DOWN
TNPO2,5.366463314311742,2.073044286868198e-06,4.265454262683041e-06,True,0.41117731476778197,UP
TLDC2,-5.366077149453955,2.0758581302180515e-06,4.270712853078546e-06,True,-0.9676933292098129,DOWN
ATG2B,-5.3658463235189515,2.0775418781773387e-06,4.27364545249833e-06,True,-0.43666298650921487,DOWN
TMEM217,-5.3644368233390995,2.0878527437409837e-06,4.294321686374264e-06,True,-0.9799876085155841,DOWN
TMEM37,-5.363763929200412,2.0927929697959004e-06,4.30394775453986e-06,True,-0.8733349298892961,DOWN
CCL2,-5.363679187625132,2.093415940834137e-06,4.304693852982947e-06,True,-1.8990193757168718,DOWN
INTS2,5.363538030735897,2.0944540517473764e-06,4.30629331255876e-06,True,0.4406063793172388,UP
AMIGO2,-5.361703133653297,2.1079948484230048e-06,4.333595274249331e-06,True,-1.0309773523057206,DOWN
CLK3,-5.361134324087962,2.1122099809969346e-06,4.341721224449532e-06,True,-0.3003921069111932,DOWN
POLR2I,5.360160332865592,2.119447051498104e-06,4.356056082861632e-06,True,0.4550984945204455,UP
COPS5,5.36007143519497,2.1201088097049964e-06,4.356874954237879e-06,True,0.3331377496990324,UP
JAG2,5.35713338002342,2.1420951476104123e-06,4.401510707552691e-06,True,0.8247073492597945,UP
NPM1,5.356018646477137,2.150495891085681e-06,4.418055804731501e-06,True,0.4354901942402005,UP
AASDHPPT,5.355994097559164,2.1506812602784835e-06,4.418055804731501e-06,True,0.3617614267400029,UP
ZNF665,-5.355775499462882,2.1523325941019806e-06,4.420899164421759e-06,True,-0.937642828488185,DOWN
IGSF22,-5.355381660316599,2.1553108983585426e-06,4.426467082093109e-06,True,-0.9525565541062853,DOWN
ZFHX4,5.35513418523448,2.157184447351803e-06,4.429765009486854e-06,True,1.2158403401467255,UP
SLC35F5,5.3545793882615484,2.1613904781386522e-06,4.437851260958551e-06,True,0.524705957961979,UP
COL2A1,5.354320468090616,2.1633561795360468e-06,4.441336144735562e-06,True,1.7905891474352083,UP
AOAH,-5.353484192251712,2.169717200742492e-06,4.453842566536542e-06,True,-1.0886229648488737,DOWN
ZC2HC1A,-5.353409351642396,2.1702873665768653e-06,4.454460300212658e-06,True,-0.6756848088207814,DOWN
FSBP,5.353187530808268,2.171978157143359e-06,4.4573776494588035e-06,True,0.8654263631433219,UP
NARS,5.351807923766631,2.1825232466397328e-06,4.478462993383899e-06,True,0.36902063225037907,UP
C8orf59,5.3514470271565155,2.1852901184702333e-06,4.483584450656003e-06,True,0.4427454043968986,UP
MYO6,-5.349625225890774,2.199310274890204e-06,4.511790266343264e-06,True,-0.5862739097853567,DOWN
PEX11G,-5.349420139016584,2.200894133659751e-06,4.513920099343075e-06,True,-0.5756944270749944,DOWN
HIST2H3A,5.349444116187681,2.2007089029466223e-06,4.513920099343075e-06,True,1.4794776591120908,UP
AC006116.20,5.348919151002252,2.204767941173499e-06,4.521304609161569e-06,True,1.5490810203530998,UP
MAN2A2,-5.34819797399959,2.2103561622448294e-06,4.531854155393596e-06,True,-0.5250994412056524,DOWN
LPPR1,-5.348184572302624,2.2104601410714006e-06,4.531854155393596e-06,True,-1.6888992568329257,DOWN
ZNF543,5.3477287701908836,2.2139994220787932e-06,4.538547941803201e-06,True,0.4358991896627904,UP
ZNF251,5.346828188090676,2.22100887588324e-06,4.552352806180402e-06,True,0.4788168477116326,UP
PSMA1,5.3465563066352235,2.223129304754175e-06,4.556134565484681e-06,True,0.43588213473453763,UP
PCDHB12,-5.345633155072185,2.2303439950181393e-06,4.570354396528996e-06,True,-0.7676973298769871,DOWN
HIST1H4C,5.345506826661873,2.2313330859867758e-06,4.571814973083741e-06,True,1.4293488061918906,UP
TREX2,5.3441053867057535,2.242334819921514e-06,4.5937877161467864e-06,True,0.8648137738462096,UP
TMEM45A,5.343798148186051,2.2447538940038188e-06,4.598174220167535e-06,True,1.1960824997832198,UP
PTPN18,-5.343395031465005,2.2479317884952744e-06,4.604113820333537e-06,True,-0.5966682638535517,DOWN
MTHFS,-5.3427896549305,2.252712516265409e-06,4.613334395545388e-06,True,-0.48646887867928434,DOWN
ANK3,-5.338601584971737,2.2860625910915236e-06,4.681052669506096e-06,True,-0.750587656642808,DOWN
QRICH1,-5.338048496016468,2.290503226536335e-06,4.6895651383546175e-06,True,-0.3262766320723802,DOWN
CD46,-5.338007639647486,2.290831591758693e-06,4.689657100426574e-06,True,-0.411569499287296,DOWN
CXCR3,-5.337695546133595,2.2933414428983148e-06,4.6936336185987905e-06,True,-1.3258791606678804,DOWN
KCND3,-5.337707853273113,2.2932424176141852e-06,4.6936336185987905e-06,True,-0.9701544233050488,DOWN
ZFAND2B,-5.33744271319154,2.295376714272285e-06,4.697218025681503e-06,True,-0.40196073620268,DOWN
P2RY6,5.337145836841179,2.2977688083706093e-06,4.701531651557226e-06,True,1.1039099831935735,UP
HES6,5.33420123829777,2.32162887354431e-06,4.749765019511638e-06,True,0.9719455160179598,UP
CYP4F11,5.3339562683519866,2.323624862991537e-06,4.753226390191773e-06,True,2.596807345758779,UP
ERI2,5.333923089383879,2.3238953321402995e-06,4.753226390191773e-06,True,0.5382341362142942,UP
TUSC3,5.333666512084127,2.32598795651073e-06,4.756918509328805e-06,True,0.7911764654316951,UP
AP2A1,5.333109893022228,2.3305341034940253e-06,4.765626837511884e-06,True,0.4039216024743393,UP
KDELR2,5.332551032256912,2.3351073951680057e-06,4.774388513724006e-06,True,0.42803893359681133,UP
MYO18A,-5.331891523363872,2.3405157264278494e-06,4.78485514565041e-06,True,-0.4603896333308768,DOWN
CUTC,-5.331570629360399,2.3431517075311033e-06,4.789652211650866e-06,True,-0.34902119437515644,DOWN
DIRAS1,5.3292547455048425,2.3622627201961615e-06,4.828120655422544e-06,True,1.3349050861087806,UP
DNAJB6,5.327901955804544,2.3734973354578653e-06,4.85048337637727e-06,True,0.38745177312278933,UP
SEMA6B,-5.327466060197033,2.3771285881411483e-06,4.85730424735029e-06,True,-1.0135174647741954,DOWN
ALPK1,-5.324717402450331,2.4001532470156026e-06,4.9037460449337055e-06,True,-0.567260544045828,DOWN
ZNF587,5.324131215430867,2.405091997495378e-06,4.913229670151998e-06,True,0.64940618231996,UP
CDS1,-5.323645611120266,2.4091909228617167e-06,4.920995533178654e-06,True,-0.7168627378751662,DOWN
SLC26A5,-5.321934445451767,2.42368976414203e-06,4.949999647911355e-06,True,-1.0886509402441633,DOWN
ACBD5,-5.320973669100353,2.4318682660786574e-06,4.966089911413403e-06,True,-0.3368610356159607,DOWN
GTF2A2,5.320110621631765,2.439238112810293e-06,4.98052506188403e-06,True,0.38117650920093205,UP
PHLPP1,5.319867665277439,2.441316775786206e-06,4.984154251651379e-06,True,0.6131428825613234,UP
PSMD13,5.317334164576882,2.4630972432457594e-06,5.028000479889092e-06,True,0.31137157565018647,UP
FOLH1,5.317201110093078,2.464246403163009e-06,5.02972572666321e-06,True,1.2008166556685378,UP
USP47,-5.315800327606685,2.4763768270767264e-06,5.0538614288866955e-06,True,-0.38843131005069687,DOWN
TIA1,5.315608977230558,2.4780384477782073e-06,5.056628776330839e-06,True,0.5739208676195524,UP
SCUBE3,5.315212315833271,2.481486428804163e-06,5.063040197874569e-06,True,1.3684807357042592,UP
NDUFAF5,5.31490970781096,2.484120038226946e-06,5.067788659983332e-06,True,0.46843069917997937,UP
CLC,-5.312343969290246,2.506561042088538e-06,5.1124549217686265e-06,True,-1.973761491292465,DOWN
LL22NC03-75H12.2,-5.312335838295302,2.5066324766024237e-06,5.1124549217686265e-06,True,-1.5044502002719304,DOWN
LEMD2,5.311122663704383,2.517313345317808e-06,5.1336064708841536e-06,True,0.30411746526065997,UP
CLDN11,-5.310559581110997,2.522286031029888e-06,5.143113431524463e-06,True,-1.6443116857850164,DOWN
APOM,-5.310257319183266,2.5249593642388823e-06,5.147930090121049e-06,True,-0.5186504502065645,DOWN
AGPAT4,-5.309179465541017,2.534515175355247e-06,5.1667759458172205e-06,True,-0.8292143075139018,DOWN
EFHC1,-5.306621601697367,2.5573354215636624e-06,5.212654250310557e-06,True,-0.8205819824731364,DOWN
NDNL2,-5.3064491471409445,2.5588812780032092e-06,5.215162693343569e-06,True,-0.39352839830380404,DOWN
CNOT2,5.306366701876348,2.5596206310272575e-06,5.216027015684934e-06,True,0.24980373027090863,UP
RP1-241P17.4,5.304563643519182,2.575842999504706e-06,5.248438722512975e-06,True,0.6299807775809803,UP
KCNQ3,-5.30288181166338,2.5910662344997966e-06,5.278806901834643e-06,True,-1.1852372849857464,DOWN
PXMP2,5.301886158581982,2.600120325052822e-06,5.2966006867765255e-06,True,0.44117488072047983,UP
PTPRCAP,-5.301124071919322,2.6070715664929973e-06,5.310106988505064e-06,True,-1.1747037964345486,DOWN
SYT1,5.29989220517893,2.618346675253653e-06,5.332415773273226e-06,True,1.30021919996845,UP
ANKRD23,5.299805310754366,2.6191438248508795e-06,5.333382717804037e-06,True,0.8450796781641481,UP
RTN4,-5.299393079190388,2.6229288114781127e-06,5.339775708860019e-06,True,-0.31764692437336883,DOWN
KRBA1,5.2994008356966065,2.6228575436991725e-06,5.339775708860019e-06,True,0.5958814572155058,UP
RASL10B,5.29789025993491,2.636773068375658e-06,5.367299509876385e-06,True,1.2741226566790664,UP
CSNK1G2,5.296847266509586,2.6464237398132495e-06,5.386281310765187e-06,True,0.3754904691682803,UP
FBXL7,-5.296554440777116,2.6491394840690292e-06,5.391145481417231e-06,True,-1.1068427090889648,DOWN
ARL2,-5.295915288323737,2.655076723094801e-06,5.402563569499875e-06,True,-0.3133338211762684,DOWN
ZNF347,-5.295341144588731,2.660421289055643e-06,5.412773023539795e-06,True,-0.833782926848933,DOWN
ADCY10,5.295231084116408,2.6614470289834717e-06,5.4141941589243255e-06,True,1.32652887956793,UP
HIST1H2BE,5.295055191007233,2.6630871262162196e-06,5.4168645811713005e-06,True,1.4735748829611723,UP
DYRK1A,-5.293973440816732,2.673195772924134e-06,5.43675772133126e-06,True,-0.428430563927483,DOWN
ZNF524,-5.292257365985389,2.689309829403747e-06,5.468858299838372e-06,True,-0.44685710488863606,DOWN
FAM198B,-5.29161075365875,2.6954064232777745e-06,5.480582434942949e-06,True,-0.89901479525592,DOWN
NPPA,-5.291264543595727,2.698676280700673e-06,5.486556778593344e-06,True,-1.2013307207854367,DOWN
DNAJC22,5.290909013607386,2.7020382409516465e-06,5.492716881256296e-06,True,1.2443720377771244,UP
FAM183A,-5.2896514169244,2.71396355722674e-06,5.516280964903737e-06,True,-2.607021448938716,DOWN
BMS1,5.288884447112641,2.721261954204764e-06,5.530435945500285e-06,True,0.40294208925843744,UP
ARHGEF18,-5.288799209865588,2.72207425836122e-06,5.531407345196068e-06,True,-0.4768653935616616,DOWN
TUBB2B,5.288123648010376,2.728520787822185e-06,5.543017042505513e-06,True,1.402577944875735,UP
ARHGEF9,-5.288095196658346,2.728792614760194e-06,5.543017042505513e-06,True,-0.5801945429166642,DOWN
DDX39B,5.288105699974858,2.7286922619546756e-06,5.543017042505513e-06,True,0.3347058714315132,UP
RHOH,-5.286242704577063,2.7465492029280837e-06,5.578401247538073e-06,True,-1.0435334517178712,DOWN
TBKBP1,-5.2856838823125685,2.7519280267796164e-06,5.588639892361452e-06,True,-0.5972594368846931,DOWN
HSF1,5.285074444984292,2.7578058986675828e-06,5.599889370821694e-06,True,0.39529488250482636,UP
SGIP1,-5.285026796832003,2.7582659756938774e-06,5.600136282716309e-06,True,-0.9372629237756707,DOWN
SPOCD1,-5.284465727429203,2.763689209137111e-06,5.610458646033558e-06,True,-1.107240190751746,DOWN
RGL2,-5.283449455618278,2.773539211555107e-06,5.6297639866493984e-06,True,-0.44941140672186286,DOWN
YIPF2,5.282890708580794,2.778969517954075e-06,5.640094538094967e-06,True,0.32960740785917864,UP
KIAA1614,-5.2811534720021065,2.7959204185060835e-06,5.673801462551595e-06,True,-0.8021635502962976,DOWN
ANKAR,-5.28094111110336,2.797999500745531e-06,5.677324226126417e-06,True,-0.6521786944389296,DOWN
PAX6,5.279667950168707,2.810496224455935e-06,5.701981610499503e-06,True,1.5660188869149718,UP
IL4I1,5.275358123778737,2.853209991565469e-06,5.7879302734736e-06,True,1.097448505127523,UP
HDLBP,5.274907112976801,2.857716757477562e-06,5.796361867410355e-06,True,0.41352927244679094,UP
TTC17,-5.274077314107431,2.8660269751610014e-06,5.812505063010391e-06,True,-0.32901875216673737,DOWN
LAT,-5.272392317879541,2.8829752894853916e-06,5.846160824186273e-06,True,-0.8315676847045417,DOWN
CUL4B,5.272070089318103,2.8862276413157245e-06,5.852038765388316e-06,True,0.3243141974019217,UP
KLK11,-5.271491839524929,2.892073184013991e-06,5.863172506985845e-06,True,-2.2993845167725855,DOWN
TPRG1,-5.271319019533744,2.893822494640969e-06,5.866000143817059e-06,True,-1.233135563978733,DOWN
OAZ2,-5.269800250181078,2.909240732532522e-06,5.896531657448313e-06,True,-0.3254896818985049,DOWN
RELL2,5.26879768734512,2.9194629779520985e-06,5.916525596547951e-06,True,0.7784409442192608,UP
MAGED2,-5.2687261003696735,2.9201942425157784e-06,5.917124614494759e-06,True,-0.422157126920931,DOWN
AGO3,5.268698734395992,2.9204738351141854e-06,5.917124614494759e-06,True,0.4548951778332908,UP
APBA2,5.268339065494494,2.9241509576262307e-06,5.9238493441809705e-06,True,1.1421723530365124,UP
ZBTB8A,-5.267419508108895,2.9335729786474307e-06,5.9422092227866965e-06,True,-0.45707326852583474,DOWN
SUPT7L,5.266709491554128,2.9408685000870493e-06,5.956257722357722e-06,True,0.2629404474868089,UP
AMH,5.2664954661903876,2.943071154247399e-06,5.9599892591215685e-06,True,1.138578427179561,UP
UQCRC1,5.263709755612655,2.971889514791132e-06,6.0176125348450955e-06,True,0.2923533622170744,UP
CYP4X1,-5.263281880610849,2.976340533148852e-06,6.025887679998501e-06,True,-1.4643011065459133,DOWN
TMEM167A,5.262986948177218,2.9794124340442988e-06,6.031368985839095e-06,True,0.37862750249559696,UP
DOCK7,5.262487502616689,2.9846216066650018e-06,6.041175003948184e-06,True,0.3515640160573863,UP
ADCK3,-5.2620718317097355,2.9889638749299106e-06,6.049224135867324e-06,True,-0.5456915309196102,DOWN
GIPR,-5.261899074598424,2.9907704013041817e-06,6.052139957140128e-06,True,-1.0560328610267797,DOWN
DALRD3,-5.261021129916955,2.999967774301367e-06,6.07000939535479e-06,True,-0.3729403368366402,DOWN
SAT1,-5.259749785627046,3.0133359481712328e-06,6.096312455672909e-06,True,-0.6690195373939609,DOWN
RP11-295P9.3,-5.259516714680899,3.015793060729379e-06,6.100537497220635e-06,True,-0.6302015531841807,DOWN
FANK1,-5.258985341829314,3.0214023734183966e-06,6.111137196602368e-06,True,-1.0452908225063515,DOWN
TRDMT1,-5.258797327505947,3.023389569380704e-06,6.114409048454193e-06,True,-0.590186948014555,DOWN
RBMX2,5.257418908769661,3.037998084578717e-06,6.143201944433497e-06,True,0.36529273304848964,UP
HEATR5B,-5.2565211424514455,3.0475500981115406e-06,6.16176419079255e-06,True,-0.419999260708356,DOWN
ATP6V1G2-DDX39B,5.256138439867356,3.0516309710378505e-06,6.169261292255772e-06,True,1.1603833713658132,UP
MIXL1,5.256076212797138,3.05229502693176e-06,6.16984987423164e-06,True,1.4708123818821823,UP
GLT8D1,-5.255536128652065,3.058064530069332e-06,6.1807571035911436e-06,True,-0.34098014391329556,DOWN
NSRP1,-5.254980153002618,3.064015045985656e-06,6.192027474756648e-06,True,-0.3194102992195802,DOWN
ZNF280B,5.253602374839807,3.078810504052693e-06,6.221167536584247e-06,True,1.2136152799399937,UP
HCLS1,-5.253496811898086,3.079947011695008e-06,6.222704030833301e-06,True,-0.9378443300692592,DOWN
ZFP41,5.252790262977383,3.087564505184647e-06,6.237332690876677e-06,True,0.5223525755035521,UP
CSMD2,5.252089592337791,3.095136996639028e-06,6.2518668794277525e-06,True,1.1451809812601659,UP
TMEM134,5.250403851510926,3.113430851195476e-06,6.288050956180316e-06,True,0.4868637130622986,UP
GGT6,-5.249290020919048,3.1255768113609627e-06,6.311811100203482e-06,True,-1.2203721288660914,DOWN
DCLK2,-5.249015444976332,3.1285781546581854e-06,6.31710099692698e-06,True,-1.0266630712515088,DOWN
TMEM92,-5.24641328544646,3.1571635863575198e-06,6.373344703607244e-06,True,-1.3290452171444125,DOWN
DIAPH2,-5.246374754584199,3.157588790297285e-06,6.373344703607244e-06,True,-0.8333432775891954,DOWN
ZNF90,-5.246388711163654,3.1574347671614005e-06,6.373344703607244e-06,True,-1.2234779789959767,DOWN
BFAR,-5.246093707578231,3.1606919708117887e-06,6.378830038677854e-06,True,-0.2925479463519096,DOWN
IFI27,-5.244962080550294,3.173217334606801e-06,6.403327332731982e-06,True,-1.1952943965213034,DOWN
RPS7,5.2446564835972245,3.176608218089347e-06,6.40938816686442e-06,True,0.5990196415406928,UP
HYDIN,-5.244549905217963,3.1777916460315192e-06,6.410994120667173e-06,True,-1.517490721132047,DOWN
ZNF333,-5.244097750057934,3.1828171421392043e-06,6.420349867921621e-06,True,-0.4735240205058444,DOWN
OSBP2,5.240711694342646,3.2207018568345116e-06,6.495978571416188e-06,True,0.9590263122937381,UP
RAB1B,-5.240158046026955,3.2269385353290394e-06,6.507764269504992e-06,True,-0.2901961387490246,DOWN
GSC,5.239786112227069,3.2311349503141673e-06,6.515432998531127e-06,True,1.3409158821117875,UP
MAGED1,5.239490360571507,3.2344756710540907e-06,6.521374601217393e-06,True,0.5868624961346818,UP
PIGC,5.239413263142377,3.235347100429364e-06,6.52233675845057e-06,True,0.3807870162433904,UP
PDPK1,-5.239170484417916,3.238092733993744e-06,6.527076545312682e-06,True,-0.48529114714414945,DOWN
IPCEF1,-5.238805133324047,3.2422288999952937e-06,6.534617754954578e-06,True,-1.004279933855626,DOWN
SYF2,-5.238101011863572,3.2502150302100637e-06,6.5499156729385505e-06,True,-0.3041189204784178,DOWN
APITD1-CORT,5.238064536299044,3.2506292639954757e-06,6.549952645573639e-06,True,0.6650762305251243,UP
CBLB,5.237959867108478,3.2518182263276834e-06,6.551550481562533e-06,True,0.5219614005082001,UP
SNX3,-5.237521077659033,3.256807215377438e-06,6.560803041327129e-06,True,-0.36784311464120734,DOWN
STYXL1,5.236288116701829,3.270866339057969e-06,6.588322812236925e-06,True,0.45313776412324813,UP
SIK1,-5.2352728627727885,3.282487981211788e-06,6.61092679843567e-06,True,-1.129016925690566,DOWN
PIP,-5.234760665971379,3.2883665766923796e-06,6.621960200995061e-06,True,-2.777839141492734,DOWN
RTTN,5.2346121039713625,3.2900735993781046e-06,6.624591420434556e-06,True,0.6354876257926669,UP
CLECL1,-5.234227740961966,3.2944941086704607e-06,6.632684963245652e-06,True,-1.0842220807593392,DOWN
UBE2N,5.232541427726732,3.31395758202327e-06,6.6710583032698634e-06,True,0.40705929941377583,UP
ACADSB,-5.232099455673189,3.3190775848317433e-06,6.680552146112067e-06,True,-0.6256822386909144,DOWN
ABHD17C,5.231820536646683,3.3223127268733525e-06,6.686250342551954e-06,True,0.5172545062880918,UP
NCOA1,-5.228736478380576,3.3582924688783366e-06,6.757838591290693e-06,True,-0.46215889002971444,DOWN
AKT2,5.227627797163364,3.371320526708502e-06,6.783229735424074e-06,True,0.3747065180844338,UP
TXNL1,5.226661704624612,3.382713707320839e-06,6.805325667269367e-06,True,0.34313639620486036,UP
IL1RAP,5.226577437940833,3.3837092693022196e-06,6.80650089490641e-06,True,0.9572602690635241,UP
BLMH,5.22590860312282,3.3916214310206157e-06,6.821587232705579e-06,True,0.6925494389412012,UP
SESTD1,-5.225447309247037,3.397089071350184e-06,6.831753821014804e-06,True,-0.6441175802656662,DOWN
ADORA1,-5.2229755036588115,3.426535552654702e-06,6.890134992546433e-06,True,-1.0543702495957277,DOWN
GDF11,5.219790354366973,3.4648518733251373e-06,6.96633542886917e-06,True,0.7068507446538215,UP
EIF1AD,5.219582231598444,3.4673701932446792e-06,6.970551621778033e-06,True,0.3260796096966292,UP
ZNF862,-5.219320817056972,3.4705359126901907e-06,6.976068117538477e-06,True,-0.578635618756568,DOWN
PRMT6,5.218507340530797,3.4804053454300128e-06,6.995056661824534e-06,True,0.6101905960360474,UP
ZNF576,5.218368500911319,3.4820925706519427e-06,6.997597665666997e-06,True,0.3574518364772903,UP
KIF27,-5.218040144868842,3.48608607598696e-06,7.00477217964589e-06,True,-0.5723462227725609,DOWN
MT-ND4L,-5.217603222273058,3.491406992098527e-06,7.014611862085019e-06,True,-0.6072548983064934,DOWN
AIFM1,5.215440284104668,3.5178659209120286e-06,7.0669125378204845e-06,True,0.4082370774923909,UP
PVRIG,-5.215008235319906,3.5231747837033284e-06,7.076718076529266e-06,True,-1.1429415808642265,DOWN
C2orf68,5.214558864737651,3.528704881092202e-06,7.086965556891295e-06,True,0.4519603253055564,UP
C6orf223,-5.210460161322551,3.5795419466864106e-06,7.188192924860621e-06,True,-1.6099964842032426,DOWN
C1orf220,5.209603149023547,3.5902626783530362e-06,7.208846603562012e-06,True,1.1928929589648565,UP
CSRP2BP,5.20954821904483,3.590950900599513e-06,7.2093535554446e-06,True,0.5945018483650699,UP
DRD4,5.209453083625505,3.5921431682190823e-06,7.210872205555049e-06,True,0.9141953529188886,UP
UNK,5.2092570287657445,3.5946014231150157e-06,7.214931523163646e-06,True,0.3513704623091929,UP
ADAM23,5.2051061419679145,3.647039251211689e-06,7.3192945671151624e-06,True,2.224633706763422,UP
KLF5,5.203698457531578,3.6649932961711725e-06,7.354434698017228e-06,True,0.9058829828851351,UP
PSMB9,-5.201794902224758,3.689410644873936e-06,7.402534455425572e-06,True,-0.7203909153980756,DOWN
RP11-1055B8.6,-5.200983642930135,3.6998655869694206e-06,7.422611390373356e-06,True,-0.8371014308307929,DOWN
TNPO3,5.200929119904532,3.7005692892721547e-06,7.423123046921411e-06,True,0.3754910970930201,UP
SLC9C2,-5.198761961606114,3.7286469806188917e-06,7.4785385251957285e-06,True,-1.2839352259426968,DOWN
TRAK1,-5.198280571764875,3.7349123465152198e-06,7.4901969421932506e-06,True,-0.5119597475747302,DOWN
SLURP1,5.198086122635387,3.737446078199715e-06,7.494369817454161e-06,True,2.379900898463835,UP
LSM1,5.198051321804101,3.7378997226220588e-06,7.494371171931891e-06,True,0.5484314891725113,UP
EEF1A1,-5.19761930815048,3.743535740634451e-06,7.5047617628495085e-06,True,-0.4409803884974366,DOWN
SMIM1,-5.196314288920538,3.7606119067172843e-06,7.538081414664098e-06,True,-1.0725581468306293,DOWN
AGR2,-5.194667097956628,3.782275172310068e-06,7.580586641534837e-06,True,-1.594507898771509,DOWN
GATAD2A,5.193427903456869,3.7986537478773065e-06,7.612491068148019e-06,True,0.40744992699742966,UP
UCP3,-5.192254323626831,3.8142296111477346e-06,7.642779328622898e-06,True,-0.7207478186019625,DOWN
SBK3,-5.192164424627924,3.815425354849389e-06,7.644249515134796e-06,True,-1.0486339484439804,DOWN
ITGA3,-5.19102525100215,3.830609548874221e-06,7.673741976767645e-06,True,-0.970000127694048,DOWN
TROVE2,5.190979926289396,3.831214919830104e-06,7.674025526463567e-06,True,0.4260809809729018,UP
TMEM17,5.190663531558386,3.835443416839076e-06,7.681565347004298e-06,True,0.7119728719339671,UP
BMP2K,-5.190461461926222,3.838146411380467e-06,7.686048459972142e-06,True,-0.510001212376828,DOWN
SMAD1,5.190203319403169,3.841602202573787e-06,7.692037812124326e-06,True,0.63156840469453,UP
GPR37,5.188866551937229,3.859546880933081e-06,7.727033294414064e-06,True,1.2994070411992906,UP
ATAD3B,5.188048073555908,3.870574882427683e-06,7.74817440166558e-06,True,0.7148951615237147,UP
SEPN1,-5.18736356413389,3.879821687554467e-06,7.765745199684086e-06,True,-0.42725496499853044,DOWN
PAGR1,5.187155992485489,3.8826300074062506e-06,7.770426209330643e-06,True,0.44156970499180836,UP
MOB1A,5.186766149974388,3.887909765085126e-06,7.780051652556049e-06,True,0.362549037586156,UP
