gene,log2FC,p_adj,category
WBSCR17,-2.2439265532102404,1.5139916617294916e-12,Downregulated
PITPNM2,-1.18157451145182,1.5452848283086968e-12,Downregulated
OASL,-1.9562745778024395,1.5580438344449448e-12,Downregulated
FAM101B,-1.4609877177897523,1.562177699377293e-12,Downregulated
C1orf194,-4.881651434861203,1.5718023117219849e-12,Downregulated
PADI3,4.096607142626234,1.5749882471167337e-12,Upregulated
SPRR2G,4.817106765207461,1.578663828524126e-12,Upregulated
ADTRP,-2.066878207571457,1.5799419442181373e-12,Downregulated
CYB5R2,1.5474485682718804,1.582351931186028e-12,Upregulated
GLRX3,1.0007830131014115,1.5985453875759494e-12,Upregulated
HMCN2,-2.530561821253208,1.5985453875759494e-12,Downregulated
SMARCD3,-1.235294039162229,1.602377203185996e-12,Downregulated
KCNAB1,-2.0557674604251925,1.637894463383935e-12,Downregulated
MSLN,-3.9299923299515074,1.6579296719743486e-12,Downregulated
LGALS7,4.680015548015258,1.6601030318806058e-12,Upregulated
NPBWR1,2.630421870288056,1.6606411860526488e-12,Upregulated
PLA2G4C,-1.6554931186560902,1.6612703070705406e-12,Downregulated
TDRD9,-1.828557678716352,1.6648333677017217e-12,Downregulated
SMS,1.0092155150693891,1.6648333677017217e-12,Upregulated
GPR39,-2.1759442318272795,1.6755658727176545e-12,Downregulated
HAUS5,1.008622367900455,1.6790599838922266e-12,Upregulated
MDK,1.8878434356430545,1.6797042269842153e-12,Upregulated
HLA-F,-1.3921567139401532,1.6976846913420901e-12,Downregulated
C4orf21,1.1457233390632675,1.7029872537607078e-12,Upregulated
FCGR3B,-2.292729286105857,1.717666819352126e-12,Downregulated
SLC4A11,2.0174694356397422,1.7529583666879269e-12,Upregulated
ODF3B,-1.2280389066266115,1.7583161903403568e-12,Downregulated
ZNF597,-1.9516060304036644,1.765469976365626e-12,Downregulated
GRTP1,1.741366475766327,1.7946505423006109e-12,Upregulated
C1QTNF5,-1.454315255497301,1.808539786814168e-12,Downregulated
NGEF,2.6808492520965173,1.8152385171099119e-12,Upregulated
HIF3A,-2.9880088225779358,1.8261419181097103e-12,Downregulated
HEMGN,-1.9012100570407453,1.8508132767039106e-12,Downregulated
BAIAP2L1,1.0007850883058094,1.8571254365661906e-12,Upregulated
C1orf115,-1.5815684483748529,1.8580992285986758e-12,Downregulated
LDLRAD1,-4.3117682661563865,1.8672859234768498e-12,Downregulated
IL22RA1,1.9239427465464016,1.86729818317303e-12,Upregulated
PLAC1,3.1893851692615165,1.889483744570185e-12,Upregulated
GAL3ST1,-2.1187881509972675,1.89288418367788e-12,Downregulated
TNFSF14,-2.0464164639516387,1.9034204441567645e-12,Downregulated
RP4-576H24.4,-2.572303034544051,1.9045429931589675e-12,Downregulated
TSPAN15,-1.124706130069237,1.9376709070495255e-12,Downregulated
C10orf2,1.3207882818834262,1.9444307928632094e-12,Upregulated
P2RX2,-2.9461500149561064,1.9569641651515203e-12,Downregulated
UBQLNL,-1.4166852167491686,1.9765899060757475e-12,Downregulated
CGREF1,2.8339384176636804,1.984971803061109e-12,Upregulated
PKDCC,-2.258037526700376,2.014686545800117e-12,Downregulated
TNFAIP8L3,-1.5311927211153744,2.0155626077232277e-12,Downregulated
AQP5,-3.211442381649932,2.022199020915036e-12,Downregulated
MUC21,-2.863601078537314,2.024902064362301e-12,Downregulated
CUBN,-1.27945448285024,2.0480594547089293e-12,Downregulated
CLEC12B,-1.8673287264609937,2.170201195188982e-12,Downregulated
TBC1D9,-1.1682412120069117,2.18877269452339e-12,Downregulated
ELOVL4,2.318490430174253,2.192248297634484e-12,Upregulated
PLA2G16,-2.277450210776774,2.197229407437439e-12,Downregulated
ADCY6,-1.2003875569743512,2.197229407437439e-12,Downregulated
PRRX2,2.262935278052808,2.206429275006757e-12,Upregulated
GALNT5,-2.0710161905989866,2.2193545363310028e-12,Downregulated
PIEZO2,-2.187051498683841,2.2319178911374573e-12,Downregulated
EFCAB11,1.0276585084691965,2.2338110998120935e-12,Upregulated
FAM83A,4.430978268885346,2.2352276933715665e-12,Upregulated
PGLYRP1,-3.0393039738002234,2.242344164740265e-12,Downregulated
HHLA2,-2.800582507466132,2.247704672449917e-12,Downregulated
PARD3,1.048625797726487,2.268917641947026e-12,Upregulated
KLRG1,-1.7041504205780358,2.2827161567366385e-12,Downregulated
RP11-863K10.7,-1.247237210043251,2.2855772659623826e-12,Downregulated
MATN3,-2.335850492871605,2.2867749054095515e-12,Downregulated
GJA5,-2.152940561520058,2.3055166589166747e-12,Downregulated
CSF2RA,-1.696069759680661,2.330090774547952e-12,Downregulated
TRPV3,1.9926832788451576,2.338384639726209e-12,Upregulated
CST7,-1.8598047022314868,2.3434529009492626e-12,Downregulated
PLCL2,-1.5648794389515848,2.3496378153844814e-12,Downregulated
CMKLR1,-1.770001368335678,2.366857033012118e-12,Downregulated
ZNF423,-1.875541178573083,2.367790287864919e-12,Downregulated
SPRR2E,5.203512780074458,2.392917984964534e-12,Upregulated
DPP4,-2.1542875141835958,2.40727893172759e-12,Downregulated
ASGR1,-1.3345076455647191,2.41382418208228e-12,Downregulated
FAM188B,-1.2982283432053068,2.425087359249275e-12,Downregulated
SIAE,-1.2448973786919648,2.432576239380422e-12,Downregulated
ERVMER34-1,2.237048296807136,2.4349557480540555e-12,Upregulated
FAM181A,-2.941162847567452,2.4480144368912847e-12,Downregulated
IPO4,1.0600005344263117,2.4545954073926442e-12,Upregulated
STXBP6,-2.9131684381592544,2.492503568540876e-12,Downregulated
NPY1R,-2.345096243256217,2.5046412197822768e-12,Downregulated
C3,-2.170784286050265,2.5046412197822768e-12,Downregulated
GSTA3,-2.979555839661761,2.5224296025011946e-12,Downregulated
MT1A,-3.717671583397829,2.5547098799662386e-12,Downregulated
ITGB8,1.9654670966178136,2.574131311169673e-12,Upregulated
ZC4H2,-1.6788682877955088,2.5781581496666322e-12,Downregulated
ANKS1A,-1.0850983309343931,2.5787757841451085e-12,Downregulated
WNT7A,-2.9824533159650297,2.5789188158313825e-12,Downregulated
ALOX12B,2.6713055557020198,2.611345547090287e-12,Upregulated
ANKRD13B,1.8721633257215051,2.627542825452237e-12,Upregulated
HPSE2,-2.6138824759775314,2.634861995104415e-12,Downregulated
GCHFR,-1.71999727326323,2.650792879262851e-12,Downregulated
HSD17B1,1.8819989679878448,2.650792879262851e-12,Upregulated
KIAA0825,-1.0917398155938849,2.6844311162730817e-12,Downregulated
KIF26B,2.141534383637249,2.7384115103820254e-12,Upregulated
FIBIN,-2.115901275232396,2.761037152373347e-12,Downregulated
SYT12,2.610985577041009,2.83652557822242e-12,Upregulated
GDNF,2.6641763046042533,2.8512424615056127e-12,Upregulated
FOLR2,-1.679612370288707,2.8603281786707694e-12,Downregulated
HLA-DQA1,-2.1333321811230928,2.9127954711911007e-12,Downregulated
KBTBD8,-1.3916822747127373,2.928442250891014e-12,Downregulated
MDFI,1.6086269819644643,2.9483690882868097e-12,Upregulated
PTPRO,-2.0609638921644526,2.990112717163362e-12,Downregulated
TJP3,-2.3409697730231382,2.9957722904675375e-12,Downregulated
TMEM14A,1.209216692636291,3.039069451953188e-12,Upregulated
ANXA6,-1.4584324660521908,3.0485491936723457e-12,Downregulated
ALOXE3,2.871388232942968,3.0647481837730937e-12,Upregulated
FAM180A,-2.0449057021924526,3.0686649501271924e-12,Downregulated
PTGFR,-2.234014469921335,3.166582953982414e-12,Downregulated
FAM25A,3.943267451307399,3.1828254952350058e-12,Upregulated
FOXP1,-1.1231393334754198,3.194550801566954e-12,Downregulated
TESPA1,-1.9248280546545768,3.2151465875263362e-12,Downregulated
MAOA,-1.826274704419676,3.220244561528628e-12,Downregulated
CCNJL,-2.0431350383003224,3.288234395541195e-12,Downregulated
SLC1A5,1.0027446737906462,3.302237217940547e-12,Upregulated
ZNF530,1.090154151602281,3.329378698012209e-12,Upregulated
CTIF,-1.1492149986216056,3.36497848988104e-12,Downregulated
FAM132B,1.9135135034169508,3.374544264869172e-12,Upregulated
ZBTB46,-1.297632709687428,3.388603733658678e-12,Downregulated
GNLY,-2.017056459942066,3.425175930276256e-12,Downregulated
STX1A,1.3829525513845606,3.425175930276256e-12,Upregulated
PODXL2,2.098828999489661,3.4680325367184645e-12,Upregulated
C1QC,-1.9335295656449247,3.4995329762105928e-12,Downregulated
LIN7A,-2.210945669688373,3.521471675971905e-12,Downregulated
JAG1,1.6692153224221349,3.558910547622479e-12,Upregulated
BOLA2B,1.134705059128274,3.565698158580455e-12,Upregulated
NFKBIZ,-1.8425460462511565,3.5879273045415048e-12,Downregulated
C3orf18,-1.3396411939751331,3.620183654228533e-12,Downregulated
LTB4R2,2.5129181493883674,3.643932912234948e-12,Upregulated
PNMT,-2.277324609807934,3.7117584676913656e-12,Downregulated
GALNT12,-1.2470612770279743,3.7903573540525696e-12,Downregulated
PLCXD3,-2.3712837884173803,3.801806069264984e-12,Downregulated
GALNT10,-1.0984277210573197,3.8292786095819706e-12,Downregulated
BMP3,-3.125154939215492,3.837569277130185e-12,Downregulated
TTC39A,-1.397648424432357,3.856588462874435e-12,Downregulated
MYOZ3,-1.5816842284104893,3.8603976137431634e-12,Downregulated
FITM1,-1.34729151773685,3.864378056407992e-12,Downregulated
WSCD1,-2.114414837308898,3.8863377794959695e-12,Downregulated
RAP2B,1.15647213614195,3.90171357426594e-12,Upregulated
MRVI1,-1.4062639834773236,3.903640866924028e-12,Downregulated
C9orf135,-3.922042644244624,3.903641401742857e-12,Downregulated
FJX1,1.6162485520137322,3.9362796151057446e-12,Upregulated
PTPRF,1.0876468535582138,3.9377025029742885e-12,Upregulated
FLT1,-1.261375348700705,3.96060359246526e-12,Downregulated
APOBEC2,-2.203003110595788,4.007707402204996e-12,Downregulated
CTSD,-1.2498039037975257,4.008859093593097e-12,Downregulated
WNK2,3.113506225268262,4.113752157719423e-12,Upregulated
NNMT,-1.7368630561194376,4.142599906037887e-12,Downregulated
SNTN,-4.320480530141765,4.190935120336709e-12,Downregulated
TEKT1,-4.369889909149395,4.227166073689663e-12,Downregulated
PABPC5,-1.5341665153910364,4.249688197759487e-12,Downregulated
GALNT18,-1.4260801199453166,4.293352459938208e-12,Downregulated
TTC16,-2.411632220717828,4.293358976225095e-12,Downregulated
QKI,-1.122548774077849,4.306927324470256e-12,Downregulated
SDC4,-1.454510671180934,4.3175357385055234e-12,Downregulated
C1orf170,1.7896005005478584,4.3903548683254346e-12,Upregulated
HCK,-1.5507840755988802,4.395960476686705e-12,Downregulated
AP1S2,-1.0347011990293282,4.40323805316556e-12,Downregulated
CD163,-1.968824244257444,4.409236134406178e-12,Downregulated
POP1,1.1868568632841423,4.439927365540265e-12,Upregulated
ZNF208,-1.7773755661924526,4.47826865896118e-12,Downregulated
GAB2,-1.9486236861677917,4.510046189965475e-12,Downregulated
TSPAN7,-2.442544540692399,4.5203426837302015e-12,Downregulated
LTBP2,-1.5174516388112291,4.5678141061785634e-12,Downregulated
ADGB,-3.257650986283747,4.585739944000232e-12,Downregulated
SAC3D1,1.0519616558660472,4.586270658694809e-12,Upregulated
CD86,-1.5176452598550192,4.608690685540612e-12,Downregulated
EPB41L3,-1.7843137049104223,4.709701319174557e-12,Downregulated
CACNB2,-1.4918394993195785,4.725682618422433e-12,Downregulated
AXL,-1.430979396953191,4.742086041841656e-12,Downregulated
SPATA18,-2.340418722968546,4.786201278383555e-12,Downregulated
ABCB1,-2.2590399466944997,4.8430111538860536e-12,Downregulated
CDHR3,-2.762795852575992,4.84698609845147e-12,Downregulated
CELSR3,1.4740693972535732,4.847609295950659e-12,Upregulated
UBXN7,1.0619578170045454,4.870382944732335e-12,Upregulated
HPN,-2.964744428248226,4.895121765735287e-12,Downregulated
CARD6,-1.4003906360312357,5.050917642879441e-12,Downregulated
ROPN1L,-3.2674673137657715,5.085397044554571e-12,Downregulated
MFAP2,1.867644790634232,5.087394396127345e-12,Upregulated
SEMA4B,1.6739203850294937,5.100321732404898e-12,Upregulated
RARRES2,-1.6994121580673394,5.127705278811648e-12,Downregulated
VENTX,-1.5760463638852924,5.150809346608275e-12,Downregulated
PTAFR,-1.5684249881483625,5.154868881076173e-12,Downregulated
DDR2,-1.6443216817688358,5.1829950957068345e-12,Downregulated
SLC43A1,-1.1398065585596076,5.198119342553298e-12,Downregulated
ADCY7,-1.0654905708339717,5.257987314092014e-12,Downregulated
DEFA4,-2.9745579824553454,5.271187196996755e-12,Downregulated
EFHB,-2.384772013451385,5.308395676524102e-12,Downregulated
H1F0,1.2090201383483716,5.323258186912124e-12,Upregulated
KIAA0513,-1.3913910925000774,5.337932379414572e-12,Downregulated
C13orf45,-1.9153418050238276,5.356832050890643e-12,Downregulated
EDARADD,2.2954295698411835,5.3778501113118e-12,Upregulated
ROBO2,-2.258658023740714,5.409873929827053e-12,Downregulated
CYGB,-1.3143132743858867,5.4222700271064454e-12,Downregulated
JPH2,-1.959623297521083,5.4238295302964105e-12,Downregulated
GAD1,2.859818704160813,5.445092467459092e-12,Upregulated
UPB1,-1.911457927241824,5.45162274811263e-12,Downregulated
RIBC1,-1.8191787729846756,5.500369108664807e-12,Downregulated
CD40LG,-2.430879841101797,5.519117848913399e-12,Downregulated
HLA-B,-1.2260783932567474,5.539160818933606e-12,Downregulated
HOXC6,2.738165746685016,5.540957150636554e-12,Upregulated
MYCL,1.7792040185466975,5.569352425006926e-12,Upregulated
XDH,2.386343965814454,5.690301909879423e-12,Upregulated
TTC40,-2.430439454686294,5.7829609313981895e-12,Downregulated
SLC25A45,-1.07942800131912,5.799890282446258e-12,Downregulated
SERPINE2,1.9837225970886203,5.866251512601477e-12,Upregulated
MASP2,-1.5027518943622376,5.9078891130396906e-12,Downregulated
CNKSR2,-1.9860463065733849,6.007893821870999e-12,Downregulated
FSTL3,-1.91254673253413,6.036132690856748e-12,Downregulated
IFIT2,-1.678646453024487,6.156283276296832e-12,Downregulated
DNAH9,-3.1897812323385164,6.1634476991435016e-12,Downregulated
ALPPL2,-2.5287610296371743,6.19652887804544e-12,Downregulated
B3GNT8,-1.8060865263107215,6.28596801625544e-12,Downregulated
HAVCR2,-1.648619279918357,6.422757154118957e-12,Downregulated
SIX4,2.153355973079254,6.4625886647935665e-12,Upregulated
TCEAL7,-1.67569964017844,6.465685605339825e-12,Downregulated
HMBOX1,-1.0594079275502055,6.467952046714385e-12,Downregulated
CYTIP,-1.752161491905338,6.4738308504715335e-12,Downregulated
NKG7,-2.2313746810828032,6.501374128572639e-12,Downregulated
RMI1,1.239421986203392,6.502845222603605e-12,Upregulated
ATP2C2,-2.241764372973927,6.515335845428639e-12,Downregulated
NCOA7,-1.609804585692535,6.527391654341926e-12,Downregulated
SEC14L4,-2.5381099283679243,6.536928981558298e-12,Downregulated
LRRC8C,-1.0325675221687396,6.580456632811428e-12,Downregulated
RGS2,-1.7780388677360095,6.6214155112819415e-12,Downregulated
NCR3,-2.037716509851897,6.623048522943791e-12,Downregulated
FOXN1,2.992614731845591,6.623048522943791e-12,Upregulated
PTCHD1,-1.6498389691078423,6.6641272972277695e-12,Downregulated
CTD-2021H9.3,3.383519118403578,6.6686715446990544e-12,Upregulated
GCNT4,-1.5228537909774502,6.732239801475625e-12,Downregulated
EGR2,-1.745495623371391,6.803390743555235e-12,Downregulated
GGT2,-1.8916643365138008,6.803390743555235e-12,Downregulated
KRT31,4.177639228968418,6.829371069121565e-12,Upregulated
AHNAK2,2.2652947441662272,6.941284831871461e-12,Upregulated
ITPRIP,-1.0723514322551324,6.94573915711157e-12,Downregulated
MMP13,4.412790155960465,7.012633962595738e-12,Upregulated
AGPAT2,-1.124900457991581,7.0140900851887375e-12,Downregulated
PCDH1,-1.4394098105702628,7.0140900851887375e-12,Downregulated
LILRB1,-1.7907816734185935,7.016027008971539e-12,Downregulated
XXbac-BPG181M17.5,-2.76292737006277,7.028840039285208e-12,Downregulated
CHPT1,-1.0833336947538117,7.028841983654301e-12,Downregulated
RHBDL1,1.660949565620525,7.041049152926474e-12,Upregulated
ST8SIA4,-1.30038456747444,7.115859684869635e-12,Downregulated
MLLT11,1.908048393701029,7.246312542337184e-12,Upregulated
FAM60A,1.0341180190152135,7.621432897498916e-12,Upregulated
MICAL3,1.179609833977671,7.733574615475739e-12,Upregulated
FAM213A,1.0262750345004257,7.763946781095488e-12,Upregulated
ODAM,-3.209536662363588,7.792934315465339e-12,Downregulated
NUDT8,1.4133213089800778,7.801517334258999e-12,Upregulated
ZNF493,-1.4211941040244875,7.86099343750456e-12,Downregulated
MARVELD3,1.264514336021259,7.879157937757484e-12,Upregulated
ADM2,2.1588378722119845,7.950708078121169e-12,Upregulated
PIK3AP1,-1.4348973447874327,8.036911499889033e-12,Downregulated
CD22,-2.2115361066547603,8.047032487446185e-12,Downregulated
TMEM133,-1.3170621337826356,8.056381779472362e-12,Downregulated
FAM228A,-1.5137876418014642,8.179313639168882e-12,Downregulated
LAMA4,-1.5000031390560942,8.237072621016773e-12,Downregulated
MCTP1,-1.490570053854488,8.237072621016773e-12,Downregulated
THBS2,2.1378453716163115,8.363565146321911e-12,Upregulated
C1orf127,-1.4993333880787525,8.377829888322663e-12,Downregulated
SLC39A2,3.1442558524721784,8.471510785065421e-12,Upregulated
SNRPG,1.009804016038954,8.485981198215514e-12,Upregulated
TUBA1A,-1.4117650962960209,8.534950869536547e-12,Downregulated
METTL1,1.025097353925144,8.541710162562614e-12,Upregulated
THNSL1,1.0054694465403022,8.57271119193185e-12,Upregulated
PCDHGB4,-1.9381213944900584,8.610010428239527e-12,Downregulated
IDH2,1.0382351819222588,8.669533186916266e-12,Upregulated
WDR19,-1.0029377327289986,8.703000392819272e-12,Downregulated
PCDHA3,-2.0848483726693914,8.714609481837644e-12,Downregulated
IFIT3,-1.5803914911503156,8.737552355732941e-12,Downregulated
ELN,-2.5372558680892503,8.9077376590898e-12,Downregulated
MAGEA4,5.411298719610083,9.051419350419276e-12,Upregulated
XAGE2,-3.663115179049522,9.21517814919971e-12,Downregulated
AP000769.1,2.066695776648728,9.339227268660224e-12,Upregulated
AWAT2,-2.2149118708612985,9.3802220716343e-12,Downregulated
ZDHHC14,-1.1423530003871347,9.445475757397191e-12,Downregulated
HOXC9,2.944067950824073,9.6206874121282e-12,Upregulated
PTCHD4,-1.8062983478992491,9.632319885826344e-12,Downregulated
C1orf51,1.6515648007649242,9.948042270740949e-12,Upregulated
PALM3,-2.6217427982756334,9.954821542548107e-12,Downregulated
CSDC2,-1.7975001495300171,9.98707293515728e-12,Downregulated
CPNE9,-1.3673963273159386,1.0033499900631375e-11,Downregulated
LRFN5,-1.356325216744302,1.0100401344367136e-11,Downregulated
TTYH3,1.214311711427552,1.010488118760708e-11,Upregulated
OSR1,-2.346657728781808,1.0131822513282917e-11,Downregulated
SOCS3,-1.8076482551269493,1.01354993785916e-11,Downregulated
SERPINB7,3.83160435858668,1.0269679973943295e-11,Upregulated
CAPNS2,4.166942446530083,1.0320121125503156e-11,Upregulated
ACVR1C,2.027776448354882,1.041721262863153e-11,Upregulated
FAM57A,1.1933276967380897,1.0462281459580912e-11,Upregulated
CDKL5,-1.4156889879525822,1.0492969737008824e-11,Downregulated
TPD52L1,1.5956876147054049,1.0496380431543263e-11,Upregulated
SPEF1,-2.87185264330248,1.0548152985777182e-11,Downregulated
SCNN1G,-2.52365204114711,1.0827100574349027e-11,Downregulated
TRIM61,-1.6075701750907374,1.0945716410160239e-11,Downregulated
TDRD5,2.9677116832432424,1.1004515248583194e-11,Upregulated
HSPB2-C11orf52,-2.5918282431856667,1.105263723791772e-11,Downregulated
HOMER3,1.2333357610825413,1.1091750245974412e-11,Upregulated
SLC26A2,-1.0682433017976054,1.1190358720463163e-11,Downregulated
BMP6,-1.9045152559934728,1.1193833971834352e-11,Downregulated
HIST1H4E,1.9404550847130189,1.1244283352050709e-11,Upregulated
