gene,log2FC,p_adj,category
TSC22D1,-1.2539217111978704,1.0140353632789997e-13,Downregulated
CMTM5,-2.674506556429304,1.0402803792905241e-13,Downregulated
TBC1D7,1.0635290652724532,1.0524940420670243e-13,Upregulated
HLX,-1.689813262867773,1.0665799106075093e-13,Downregulated
GUCA1A,2.796741362344978,1.0667465448277175e-13,Upregulated
ZMYM6NB,-1.0607838662855915,1.0704897050586054e-13,Downregulated
ADRA1B,-2.6291147712754053,1.0806158566986089e-13,Downregulated
LCP2,-1.6249030521454966,1.0828990957360329e-13,Downregulated
FAM216B,-4.536691480136535,1.096025059255533e-13,Downregulated
CKS2,1.6464705916986624,1.1123606435729465e-13,Upregulated
CMTM2,-3.003643558309922,1.1189910555760712e-13,Downregulated
IL11,2.609956226334916,1.1263330022223637e-13,Upregulated
PXK,-1.0317631522488089,1.13427138064217e-13,Downregulated
MYH11,-2.8945046564876566,1.1365329872096949e-13,Downregulated
B4GALT4,1.5011780220610262,1.137857487133254e-13,Upregulated
CDH24,1.482564701059153,1.1416710910731633e-13,Upregulated
DBF4B,1.2207821083328438,1.143684035068804e-13,Upregulated
PCDHAC1,-1.9601062504453317,1.150664934351503e-13,Downregulated
PGM2,1.0788244868438357,1.1584403170471712e-13,Upregulated
ZMAT1,-2.084886417423066,1.1608421987456306e-13,Downregulated
MAGOHB,1.039021805566417,1.1608421987456306e-13,Upregulated
VASH1,-1.6556854596462136,1.178810297297557e-13,Downregulated
ITLN1,-4.671576509458808,1.1823348241686572e-13,Downregulated
SOGA2,1.7204194223740652,1.1936149765027045e-13,Upregulated
NAALAD2,-1.6842396678525726,1.1952781893013516e-13,Downregulated
LRRC4B,-2.2915292934930305,1.2014229442445784e-13,Downregulated
GCA,-1.322940754575189,1.2115607133976602e-13,Downregulated
HSPE1,1.2992156755746809,1.2196340337225214e-13,Upregulated
EFR3B,-2.370457227781249,1.2254926330249353e-13,Downregulated
TMEM232,-2.52615451283123,1.2279198192109458e-13,Downregulated
LGR4,1.813745922618562,1.254375413540312e-13,Upregulated
CTB-50L17.14,-1.837753281803716,1.2660739225284632e-13,Downregulated
TFEC,-2.0000338886984057,1.266824639992273e-13,Downregulated
NMU,4.170650829712085,1.268016544807191e-13,Upregulated
SIGLEC14,-2.1166594980930427,1.2690536598780744e-13,Downregulated
CNFN,3.530989426521751,1.2924426915616618e-13,Upregulated
MAST1,2.442952575632845,1.3195323990416976e-13,Upregulated
EDEM1,-1.033136708767023,1.3434926639518384e-13,Downregulated
SPRR2A,5.847370269310391,1.3464546831372225e-13,Upregulated
HBG2,-3.5732901394060463,1.3496153985441857e-13,Downregulated
CGN,-2.13353005628338,1.351497947265383e-13,Downregulated
SDR9C7,3.082287852613467,1.352672420698087e-13,Upregulated
KLRD1,-2.065460217572471,1.3551239237111722e-13,Downregulated
DUSP26,-2.5630722437566438,1.3551239237111722e-13,Downregulated
INSC,-2.3432673299632807,1.3883397201454565e-13,Downregulated
DHRS13,1.2964680565758098,1.390691989731201e-13,Upregulated
RENBP,-1.5288229622550826,1.4214861176667206e-13,Downregulated
FILIP1L,-1.608628898013551,1.43693499174956e-13,Downregulated
FAM174A,-1.0143147447583305,1.4486974704199968e-13,Downregulated
CTNND2,-2.877562761040074,1.4500525214638146e-13,Downregulated
ALOX15B,-3.3631270095831125,1.451599852546906e-13,Downregulated
TMEM206,1.0860831796778134,1.458456154576462e-13,Upregulated
RND1,-3.5370449248471454,1.4630753018381412e-13,Downregulated
VAT1,-1.084705348178435,1.4630753018381412e-13,Downregulated
C15orf26,-2.6396019811452875,1.4764126124163454e-13,Downregulated
SIGLEC6,-2.618140337606305,1.4788151653297417e-13,Downregulated
MYO1B,-1.0335298752633797,1.4789757057758045e-13,Downregulated
SDR16C5,-2.593510670527346,1.4825087604845998e-13,Downregulated
KLRB1,-2.337815386626425,1.4872020125869897e-13,Downregulated
ITIH2,-2.2901924036305825,1.4895420664960716e-13,Downregulated
ZNF429,-1.2927597116521552,1.5219122042942668e-13,Downregulated
TTLL6,-2.4323872116495564,1.564624589443828e-13,Downregulated
CNN1,-2.188830279720155,1.6057850279486146e-13,Downregulated
ROS1,-3.831875760281167,1.6166015189316793e-13,Downregulated
PTPN22,-1.7480635999912275,1.621732810213939e-13,Downregulated
SENP5,1.0127489871068691,1.6302758671477725e-13,Upregulated
FAM134B,-1.9800044932505507,1.6360547228421588e-13,Downregulated
ABI3,-1.6123498501186688,1.6421316737267236e-13,Downregulated
JAK2,-1.1388175889712224,1.642237257498774e-13,Downregulated
CSF1,-1.7199955407019534,1.6432943421156654e-13,Downregulated
ZNF19,-1.271179403595455,1.6653791274324865e-13,Downregulated
SOX12,1.5458743640529686,1.6742993779839292e-13,Upregulated
IFT88,-1.0331516896713984,1.6816336361907973e-13,Downregulated
BMP2,-2.439795691452708,1.6997418102960051e-13,Downregulated
TMEM130,-2.732058040792904,1.7009683594171864e-13,Downregulated
KIAA1456,-2.2849343512852363,1.7009683594171864e-13,Downregulated
DENND4C,-1.1347086036513314,1.7020766691392685e-13,Downregulated
CIITA,-2.091179452535213,1.7050725382285493e-13,Downregulated
SOX15,3.080779552242041,1.729554510417113e-13,Upregulated
FZD5,-1.779628599414508,1.7305763886464098e-13,Downregulated
RIMS2,3.060980176761707,1.7380997319158369e-13,Upregulated
FAM181B,2.569637338157216,1.7438721511391094e-13,Upregulated
FGF14,-2.3193428122454325,1.7470236683123947e-13,Downregulated
CENPP,1.3217695030274292,1.7632062062956968e-13,Upregulated
SLC5A8,-3.203095418700992,1.782342789075775e-13,Downregulated
CYFIP2,-1.6329360771008077,1.799004239077073e-13,Downregulated
ATAD3C,-2.00390853787796,1.8047872134011994e-13,Downregulated
SLC25A48,2.825687580897196,1.8293513829618842e-13,Upregulated
PSPH,1.618628814661335,1.8331210506758533e-13,Upregulated
SNAI3,-1.8097802539883148,1.8405750587574937e-13,Downregulated
FAM124A,-1.7084606536626945,1.84897947318516e-13,Downregulated
FAM72C,2.2773005252885548,1.84897947318516e-13,Upregulated
ETV4,2.588242579285684,1.8526270084628652e-13,Upregulated
NKAIN2,3.151975311409873,1.8600490867158886e-13,Upregulated
PARP1,1.0560779224446026,1.8692160454014476e-13,Upregulated
POU6F1,-1.2243193203318985,1.8737006373494478e-13,Downregulated
RGAG4,-1.61371644743443,1.886154663511443e-13,Downregulated
DUSP6,-1.9019597498296843,1.923337842369212e-13,Downregulated
KIF6,-2.1340874337105533,1.978094881734272e-13,Downregulated
RPP40,1.5984402256436878,1.9817324752350678e-13,Upregulated
KANSL1L,-1.1851060791804535,1.9956509739048602e-13,Downregulated
MATK,-1.818434957708586,2.044925487441844e-13,Downregulated
IL10RA,-1.7949040955561832,2.0455281123641891e-13,Downregulated
USP54,-1.4400015385184552,2.067234705404105e-13,Downregulated
CREBRF,-1.2503795865639464,2.0808444476706958e-13,Downregulated
NCF1,-1.988831947895557,2.0831909781831974e-13,Downregulated
DTX4,-1.480392939584375,2.0831909781831974e-13,Downregulated
PTGER4,-1.7601877119674851,2.1080407547045531e-13,Downregulated
ABHD6,-1.3723587649856706,2.109490932296745e-13,Downregulated
AARD,-3.155293169111506,2.1359660255577365e-13,Downregulated
SLC38A1,1.1435272728576464,2.139381094794915e-13,Upregulated
SIGLEC7,-1.8766798097278787,2.154892045227301e-13,Downregulated
FBXO41,1.4992096389109646,2.1618523203821082e-13,Upregulated
B3GNT4,1.8000515997929112,2.164856731532073e-13,Upregulated
DNM3,-1.9174379267899704,2.1919896455051225e-13,Downregulated
NDST1,-1.3956892263243024,2.1952957617820123e-13,Downregulated
CC2D2B,-1.530437175844865,2.1961500020406122e-13,Downregulated
SOX2,4.176457183529608,2.1974018967538602e-13,Upregulated
FAM179A,-2.865624722284612,2.221086334067523e-13,Downregulated
MYH10,-1.730006032294721,2.2342031612515018e-13,Downregulated
MMP23B,-1.7539197264256536,2.243379077948292e-13,Downregulated
GNB1L,1.0778427406337494,2.2604937522539101e-13,Upregulated
TRIM58,-3.0102823886542005,2.294625355610206e-13,Downregulated
PLAU,2.1062756740117603,2.3168964395084913e-13,Upregulated
COTL1,-1.3558828388533168,2.3223635753126975e-13,Downregulated
CDC7,1.428645108454882,2.330281708109608e-13,Upregulated
SPRR1A,5.793477623457356,2.334387329476541e-13,Upregulated
SULF1,2.201958438480826,2.356739903330212e-13,Upregulated
ACSF2,-1.2311720164032032,2.388285467810231e-13,Downregulated
FAM65B,-2.1968558076895963,2.3908471083685465e-13,Downregulated
ARHGEF2,-1.1541173140265624,2.416417820266452e-13,Downregulated
HBM,-2.9575265232146584,2.4171673521003457e-13,Downregulated
DLL3,2.693998735576108,2.426550612412832e-13,Upregulated
TAGAP,-1.8247004387116703,2.429158660631136e-13,Downregulated
GBP4,-1.9884323802301624,2.459073421375125e-13,Downregulated
TP63,4.1618162519015,2.485518792174801e-13,Upregulated
ELMO1,-1.6254890379135265,2.485518792174801e-13,Downregulated
MMP14,1.3692161784404426,2.501311711704482e-13,Upregulated
MMP1,4.745327392817512,2.5209172710638e-13,Upregulated
HRASLS5,-2.917587099984972,2.527090555748179e-13,Downregulated
SCGB1A1,-6.634463068339505,2.539338165676756e-13,Downregulated
LDLR,-1.6229410633205088,2.545530285373485e-13,Downregulated
SNX20,-1.7856666754667565,2.559144823640519e-13,Downregulated
PLAGL1,-1.2158813630245646,2.562377596748104e-13,Downregulated
GMPR,-1.8541372896062187,2.592588590911344e-13,Downregulated
PUS1,1.0390166320174623,2.629642550123768e-13,Upregulated
HLF,-2.4537108298740007,2.65689465872424e-13,Downregulated
PRKCB,-1.8913599138156671,2.667046928235147e-13,Downregulated
AC008948.1,-2.8288264408764343,2.682629328857309e-13,Downregulated
C2orf54,-2.6296324286493657,2.68661761178142e-13,Downregulated
TNS3,-1.78392290709324,2.6975806721570123e-13,Downregulated
B3GNT1,-1.0888244153074726,2.7208577541534856e-13,Downregulated
EVA1A,-2.031962726331672,2.7264413796274844e-13,Downregulated
EPDR1,-1.9845046946666232,2.7346605671840575e-13,Downregulated
HOXC10,4.382270562020391,2.7361830330134273e-13,Upregulated
HPR,-2.805984173084263,2.781896032961464e-13,Downregulated
BTN3A1,-1.345684296136774,2.782443845820955e-13,Downregulated
FGG,-4.866786356056432,2.8006923365103385e-13,Downregulated
ITGB2,-1.8068634598243136,2.802261375033388e-13,Downregulated
CCIN,-1.739501845822113,2.802261375033388e-13,Downregulated
MRAS,-1.5254989525572702,2.8394104709487843e-13,Downregulated
CCDC181,-2.7401506092575327,2.8604996234151616e-13,Downregulated
GPX2,4.734920696798231,2.8604996234151616e-13,Upregulated
EPHA1,1.2068630979628905,2.88321296681484e-13,Upregulated
IGFL4,2.889526189219986,2.899113629592941e-13,Upregulated
C15orf52,-1.9327432901316008,2.899113629592941e-13,Downregulated
GPR182,-2.1103542707157312,2.9051598855361577e-13,Downregulated
PRKCQ,-1.999200335912957,2.940216209193319e-13,Downregulated
CXCL17,-3.209038766428113,2.958229170394435e-13,Downregulated
SLCO4C1,-2.684417458627375,2.969257407103622e-13,Downregulated
AL162407.1,-1.0248994043052706,2.99894652963512e-13,Downregulated
RFC3,1.156072658261042,3.0631644967027217e-13,Upregulated
LTBP4,-1.8564711489339916,3.077274141499768e-13,Downregulated
LCAT,-1.3670536846734809,3.0850253468345733e-13,Downregulated
C9orf84,1.9919279558382497,3.102049915679054e-13,Upregulated
C1QL1,2.7700560835518457,3.1208878147176613e-13,Upregulated
PPAP2C,2.1213720612539007,3.131460538665296e-13,Upregulated
CPQ,-1.230977389919305,3.131460538665296e-13,Downregulated
HHATL,-2.4526759375978653,3.132924063480044e-13,Downregulated
IRX4,4.010962846479953,3.133254525374835e-13,Upregulated
THSD1,-1.7511858366314152,3.2092845993330697e-13,Downregulated
ANPEP,-1.8496081857779083,3.2165930099997625e-13,Downregulated
PINK1,-1.0017620680312351,3.217253792016855e-13,Downregulated
P2RX7,-1.7105982499624437,3.221763425027064e-13,Downregulated
TSACC,2.514629227730332,3.249998439512237e-13,Upregulated
ASNS,1.6662724338287251,3.249998439512237e-13,Upregulated
C10orf105,-1.6681380096224223,3.249998439512237e-13,Downregulated
CCDC167,1.1121568541122515,3.25414023837209e-13,Upregulated
C4A,-2.2543133883161968,3.3071974501341164e-13,Downregulated
BMX,-2.4300346844315013,3.3167212343561885e-13,Downregulated
SLC6A15,3.5844683188732693,3.35015619920354e-13,Upregulated
PDCD5,1.0580395591056142,3.381146646672285e-13,Upregulated
ACSL1,-1.3001953340851031,3.406111752686882e-13,Downregulated
HMGB2,1.1109806991885751,3.422534840734781e-13,Upregulated
AMIGO1,-1.5949157357217736,3.4313798929435053e-13,Downregulated
ADCYAP1R1,-1.8471703324432465,3.444990162586427e-13,Downregulated
IFFO1,-1.5890246636426637,3.454752683733343e-13,Downregulated
B4GALNT1,2.7387152203617173,3.468973945812639e-13,Upregulated
PLCH1,-1.9975423981340992,3.489534201971985e-13,Downregulated
EFCAB2,-1.142338453691372,3.52536004435674e-13,Downregulated
ID4,-2.352134214896193,3.5337374676671273e-13,Downregulated
TMEM63C,2.2044256596377254,3.567493216847517e-13,Upregulated
SYDE2,-1.608866869722819,3.6353421235837165e-13,Downregulated
MAK,-2.209964182284907,3.701172952758185e-13,Downregulated
LCN10,-2.8187314401509056,3.7184136555494283e-13,Downregulated
CCDC153,-1.9123446251375107,3.726837442902046e-13,Downregulated
OCIAD2,1.0937248620354278,3.747880908555674e-13,Upregulated
EHD1,-1.3560793797755135,3.758103190943907e-13,Downregulated
CALML5,5.108176442714056,3.777951123645248e-13,Upregulated
CEACAM6,-3.4372425853372928,3.8006594266300803e-13,Downregulated
RGS20,3.0006927005787976,3.821542890207877e-13,Upregulated
GAS2L2,-3.3473248684083883,3.821542890207877e-13,Downregulated
EHD2,-1.7041175099128196,3.8486494740482293e-13,Downregulated
ANKRD29,-2.589028791664762,3.863212874194815e-13,Downregulated
SERPINB13,5.439638335864046,3.865093157016713e-13,Upregulated
PARM1,-2.4474443676584245,3.8792462240161897e-13,Downregulated
SPRED1,-1.0749019675850482,3.899031092129482e-13,Downregulated
MAP6D1,1.5836885963230565,3.909538950539184e-13,Upregulated
ARHGEF17,-1.3345069464533257,3.981376438958542e-13,Downregulated
CLSTN1,1.1158829263434369,3.982951810015848e-13,Upregulated
HOXA5,-2.0123644014709567,3.994765216482504e-13,Downregulated
ENO4,-1.7402958703759783,4.018068801153616e-13,Downregulated
PRRG1,-1.4402373983081145,4.0699145929716394e-13,Downregulated
ATAD3A,1.0278432908820303,4.094289114838562e-13,Upregulated
GABRR1,3.136387693972762,4.1100562407681563e-13,Upregulated
FCGR2A,-1.7674501357819707,4.1550329796484093e-13,Downregulated
STARD3NL,-1.0139219234237746,4.200630023880904e-13,Downregulated
PCDHA10,-2.3033425272878296,4.2081055662561933e-13,Downregulated
MAP3K15,-1.9086746538256392,4.2100677402093526e-13,Downregulated
PRIM1,1.1350975525488805,4.219920698727785e-13,Upregulated
NYAP2,-1.844039372239637,4.2290526014888563e-13,Downregulated
ETNK2,1.6429371503057144,4.239799501391199e-13,Upregulated
PDE4A,-1.319398771835078,4.243310422325464e-13,Downregulated
LSM5,1.0164688224345486,4.245259538439675e-13,Upregulated
PAK6,1.473132620109321,4.3718407769883623e-13,Upregulated
TMEM99,1.0813659085133285,4.4341237399120097e-13,Upregulated
UBTD1,-1.3996087377471564,4.470214497189408e-13,Downregulated
DDC,-2.572631790159352,4.494293668063687e-13,Downregulated
DBH,-1.8021139975632976,4.5392354024645574e-13,Downregulated
DGKA,1.384313436909311,4.541151683578579e-13,Upregulated
NACC2,-1.132550177481658,4.550831430023687e-13,Downregulated
SLC9A3R1,1.734703633962905,4.566050800766489e-13,Upregulated
MEOX2,-2.467476064810967,4.683822647238782e-13,Downregulated
MPL,-1.2581986859691128,4.698897446095213e-13,Downregulated
SLC12A8,1.3503942913988336,4.724686044965663e-13,Upregulated
ALG10,1.088640355567886,4.763960820074489e-13,Upregulated
DLK2,2.6433634612280645,4.763960820074489e-13,Upregulated
C20orf194,-1.0409773344478903,4.888227402013105e-13,Downregulated
C10orf99,4.809293475890499,4.927740293173359e-13,Upregulated
NUTM2D,-1.1535140149307672,4.972418940515112e-13,Downregulated
RP11-986E7.7,-1.94911169058824,4.989443411106239e-13,Downregulated
LYST,-1.0580374313259382,5.05443417799686e-13,Downregulated
CR1,-2.0881041107301157,5.064062480333493e-13,Downregulated
NHLRC4,-2.322308018292261,5.07964970040135e-13,Downregulated
OR2W3,-2.501643177204253,5.081978707458082e-13,Downregulated
RNF168,1.2333270120923503,5.104009353506648e-13,Upregulated
RSPH4A,-3.4294468424526943,5.106821307674718e-13,Downregulated
NCALD,-1.7070578133346137,5.163562002782917e-13,Downregulated
TPD52,1.1378421948714283,5.189133079046925e-13,Upregulated
ATP6V0D1,-1.0182362372692817,5.197390084808579e-13,Downregulated
C4B,-2.212546527811611,5.237157692687566e-13,Downregulated
NKD1,-2.156264104204025,5.373283852930227e-13,Downregulated
SLC9A7,1.6742933844992065,5.391052523918936e-13,Upregulated
TLR7,-2.0286058664265765,5.443871222295374e-13,Downregulated
C2orf73,-2.70384771468263,5.450050143508455e-13,Downregulated
EN1,3.3642498574531894,5.458415341398379e-13,Upregulated
LRP2,-3.633861785393933,5.499172876527975e-13,Downregulated
SFXN3,-1.2168609116884053,5.499172876527975e-13,Downregulated
TAF4B,1.2139527275468147,5.504621623620051e-13,Upregulated
AXIN2,-1.8956945118128277,5.519028157060351e-13,Downregulated
CCDC39,-2.284834869128118,5.56203645648683e-13,Downregulated
IBSP,2.7442908602512537,5.56549276084788e-13,Upregulated
PDCD2L,1.171178915409751,5.566507638248432e-13,Upregulated
SEPP1,-2.170001154735342,5.566507638248432e-13,Downregulated
TLE6,-1.459404069668695,5.579234669491862e-13,Downregulated
STK17B,-1.1041149631496605,5.579234669491862e-13,Downregulated
CHKA,-1.0972515941034082,5.643181468114165e-13,Downregulated
PIK3CG,-1.885119934229896,5.691040985685386e-13,Downregulated
BARX2,3.4703306368876903,5.742115600772884e-13,Upregulated
SYBU,-2.463723738112283,5.79848079160247e-13,Downregulated
LINC00908,-2.136990743042194,5.804095130682031e-13,Downregulated
LRRC48,-2.244892574730131,5.884933526203097e-13,Downregulated
CECR1,-1.95391996868862,5.928326504989123e-13,Downregulated
KISS1R,2.054118413561577,5.981082558201976e-13,Upregulated
BOLA3,1.0466669681568703,5.988806942548948e-13,Upregulated
PLXND1,-1.297647290547431,6.006624604739476e-13,Downregulated
WDR63,-2.8061460143344683,6.014658384923308e-13,Downregulated
TREML1,-2.024985089649012,6.035847990485725e-13,Downregulated
PLCL1,-1.982781021177769,6.06994800041871e-13,Downregulated
KIAA1377,-1.7458890231662254,6.072686805353111e-13,Downregulated
CCDC170,-2.839589919915693,6.092490269454056e-13,Downregulated
KREMEN1,1.4827410649859054,6.166503868356073e-13,Upregulated
FAM46B,-2.220407137519529,6.166503868356073e-13,Downregulated
NET1,1.248431453618574,6.243665547214188e-13,Upregulated
LBH,-1.352353314998492,6.284774955752898e-13,Downregulated
ZNFX1,-1.0533340861991167,6.291644412574684e-13,Downregulated
TCTEX1D4,-2.542531763459217,6.304276082981328e-13,Downregulated
KIF13B,-1.5641259578503934,6.357363574837844e-13,Downregulated
RPGR,-1.193141133052003,6.469219030886925e-13,Downregulated
TNFRSF14,-1.2041181539586123,6.485884608289792e-13,Downregulated
KCNJ5,-2.365443081416076,6.505825840985266e-13,Downregulated
ID2,-1.569019872564111,6.515252127229371e-13,Downregulated
PLA2G4F,-3.148336236311597,6.524999226391075e-13,Downregulated
UBXN10,-2.856185109762867,6.642617036106441e-13,Downregulated
EMR1,-3.0425554222479017,6.703146631248232e-13,Downregulated
DHFR,1.0350955996661355,6.771956318344596e-13,Upregulated
CTPS1,1.1350961147140186,6.7859105955904e-13,Upregulated
CH25H,-2.395131144962212,6.792235961384298e-13,Downregulated
SRPX,-1.996659262037345,6.799082214765184e-13,Downregulated
GOLGA8I,-1.2128945981464128,6.877417859282021e-13,Downregulated
DNAH12,-3.567782714809951,6.947512836582029e-13,Downregulated
PMAIP1,2.037453361159198,6.947512836582029e-13,Upregulated
SOX18,-1.8676382387459585,6.948515522683006e-13,Downregulated
ENO1,1.012745102596858,6.984108281101532e-13,Upregulated
NR5A2,-2.133714326024808,6.990279288379654e-13,Downregulated
SLC22A3,-3.195474627978256,7.018754746467014e-13,Downregulated
FXYD6,-1.9688199879438295,7.167353611387703e-13,Downregulated
REEP4,1.070392304159382,7.184754495769337e-13,Upregulated
PDE3B,-1.481947834540061,7.238086616627011e-13,Downregulated
IFT140,-1.0882325173364509,7.255224572564469e-13,Downregulated
SLC2A5,2.258511601397294,7.255847407987314e-13,Upregulated
SYTL3,-1.487852442508057,7.309051044838883e-13,Downregulated
RGL3,-2.645097051164509,7.351632787105175e-13,Downregulated
HSPB1,1.4380392581420072,7.353319241540203e-13,Upregulated
GAN,1.0880785237056667,7.455756488778688e-13,Upregulated
TTC28,-1.5268597911218036,7.507709436984085e-13,Downregulated
SCN8A,2.006772094296815,7.57798772537167e-13,Upregulated
DMBT1,-5.191002800900107,7.608155001606671e-13,Downregulated
SRL,-2.1779608679815863,7.625649254578687e-13,Downregulated
LILRB5,-1.9813969659221995,7.633065860746874e-13,Downregulated
NCAPD3,1.0456853036077076,7.657586483268259e-13,Upregulated
SYNE3,-1.5641417616286128,7.721449042922651e-13,Downregulated
LIPH,-2.367658669778709,7.899916326022484e-13,Downregulated
DNAH1,-1.757079819611571,7.925595544294874e-13,Downregulated
SULT1A3,-1.4709817982538729,7.947439701885737e-13,Downregulated
TVP23A,-1.485990068888447,8.010649014083824e-13,Downregulated
HEYL,-1.4780463535890285,8.013295924464272e-13,Downregulated
CIB2,1.7535425603323036,8.090500269526596e-13,Upregulated
PRSS35,-2.373832406397278,8.166173748026596e-13,Downregulated
CDK15,-1.8227862517954343,8.199187220190275e-13,Downregulated
PC,1.393723851523457,8.333089990040215e-13,Upregulated
SPATA6,-1.440196344890757,8.358188516791509e-13,Downregulated
VWA7,-1.5645050053114735,8.515201780730383e-13,Downregulated
TPCN1,-1.0954910249889558,8.59827530248794e-13,Downregulated
KIAA0355,-1.073533625595689,8.661105542234221e-13,Downregulated
PCDHGB6,-1.9400714381158064,8.830545401861945e-13,Downregulated
NAALADL1,-1.5245022942258109,8.95617554608369e-13,Downregulated
EFCAB12,-2.812312515411966,8.961673866988671e-13,Downregulated
BYSL,1.2147091220992108,9.04821560192876e-13,Upregulated
ANKRD18B,3.261633543030924,9.072344071514162e-13,Upregulated
RYR2,-2.0395422704001227,9.504251553221233e-13,Downregulated
MLKL,-1.2856850790989514,9.51709515340276e-13,Downregulated
TOX,-1.9535964449266867,9.597264828499212e-13,Downregulated
IGFL1,4.587433661157791,9.669952691354873e-13,Upregulated
FREM1,-2.1725792327055293,9.705557930346342e-13,Downregulated
TBC1D2B,-1.0001963357265602,9.764610597644354e-13,Downregulated
TMPRSS11A,4.233883706176933,1.0019246082519365e-12,Upregulated
C20orf85,-5.505235501297195,1.0170361949251665e-12,Downregulated
ZMYND10,-3.746806831212045,1.017087397474935e-12,Downregulated
CABLES2,1.1407859276548935,1.0242182529094166e-12,Upregulated
SEMA5A,-2.423747316266112,1.0322977553215813e-12,Downregulated
MSH2,1.169212499546826,1.0436964360360097e-12,Upregulated
SPTAN1,-1.0194119217198845,1.0467897057460796e-12,Downregulated
MPDZ,-1.4192215037619356,1.058741508403705e-12,Downregulated
TMEM110-MUSTN1,-1.2202300911377293,1.065412271027079e-12,Downregulated
XYLB,1.2321184892952024,1.0793446289020064e-12,Upregulated
SLC44A3,-1.4148830177307392,1.086799895609038e-12,Downregulated
OGDHL,2.979935652261561,1.0926767258745428e-12,Upregulated
TRIM34,-1.296261389148187,1.1091772109320904e-12,Downregulated
NFKBIA,-1.562744811395623,1.1166040302316025e-12,Downregulated
HPCAL4,-1.8811275423913651,1.1199966631604562e-12,Downregulated
CASC1,-2.2802306054629686,1.1411313804344486e-12,Downregulated
CXCL3,-2.9515713865384487,1.1476601039466094e-12,Downregulated
CMA1,-2.776178111997376,1.155573729530965e-12,Downregulated
PTGIS,-2.425790535673795,1.1573274291651442e-12,Downregulated
TMPO,1.0009816165703445,1.1669646318484799e-12,Upregulated
DNAH6,-2.850330835104324,1.1717735377678201e-12,Downregulated
EBF1,-1.629983607884264,1.172428492724033e-12,Downregulated
ASIC1,1.834259304505296,1.1761421337051473e-12,Upregulated
AP000322.54,-1.4164847275387964,1.1774989947699212e-12,Downregulated
CYP3A5,-2.0916080242235573,1.178363255783434e-12,Downregulated
PCOLCE2,-2.358996672787458,1.1798306075497166e-12,Downregulated
MICU3,-1.5959910298191708,1.182394624320014e-12,Downregulated
UNC93B1,-1.0127457970398073,1.1976923333567925e-12,Downregulated
APOC1,-2.3458818086923543,1.2119894020241217e-12,Downregulated
ATP5J2-PTCD1,1.2090479862090122,1.2196035043667508e-12,Upregulated
ALS2CR12,-2.054680787368804,1.2264471974908366e-12,Downregulated
ZNF483,-1.3626225770816642,1.2306389034222777e-12,Downregulated
FCGR1A,-1.8999928278485108,1.2363868796599854e-12,Downregulated
PRTFDC1,1.350201907376185,1.2598233419660853e-12,Upregulated
LIPA,-1.4156856438918464,1.266477544288435e-12,Downregulated
S100A7A,3.613030679331388,1.2834676317230369e-12,Upregulated
ZNF703,1.49548642662885,1.3054350774175704e-12,Upregulated
CALHM2,-1.1954887387285371,1.316332281594581e-12,Downregulated
CRIP1,-2.6689840539083787,1.3284533142913559e-12,Downregulated
PTPRN,2.3205811454180147,1.3284533142913559e-12,Upregulated
OLFML3,-1.4464727038092242,1.3332842456280057e-12,Downregulated
ADAMTS1,-2.0154855920606334,1.346405318246993e-12,Downregulated
OCEL1,-1.1354892310054776,1.346405318246993e-12,Downregulated
CTD-2210P24.4,-1.8737437041119591,1.346405318246993e-12,Downregulated
PECR,-1.2417674545062851,1.3470999563181909e-12,Downregulated
BTN2A2,-1.1703890523208296,1.3529361097211137e-12,Downregulated
HIST1H3G,3.098981737664843,1.3536507971480633e-12,Upregulated
FABP3,-2.095686251110582,1.3545579858662273e-12,Downregulated
MAGED4,2.874881174023588,1.3545579858662273e-12,Upregulated
PPP1R32,-2.3160733866121124,1.3552859719141222e-12,Downregulated
UBXN11,-1.1580374739235977,1.35549244007463e-12,Downregulated
MYL4,-1.7566230759423118,1.3572077567787069e-12,Downregulated
IKZF1,-1.7747311552036154,1.3673488526789762e-12,Downregulated
INA,3.1141152589944165,1.3725809149918292e-12,Upregulated
PNPT1,1.0064663874258537,1.3797639590864526e-12,Upregulated
STAT5A,-1.211771088341829,1.3809550111512636e-12,Downregulated
CC2D2A,-1.3429462012491484,1.3884947154975862e-12,Downregulated
TESC,-2.0215776803090018,1.3884947154975862e-12,Downregulated
LY6D,5.643999205532726,1.4255499015172337e-12,Upregulated
C10orf112,-2.139762155395624,1.428245457189341e-12,Downregulated
MAP3K13,1.1043137276708386,1.4320297068854057e-12,Upregulated
PRKAR2B,-1.52552017120614,1.4474984892686028e-12,Downregulated
UGT1A1,3.790205327047871,1.4552879916545328e-12,Upregulated
C3AR1,-1.8186360207326395,1.4554989576828234e-12,Downregulated
NTNG1,-3.153583360705083,1.4572638422486593e-12,Downregulated
NUDT11,2.3767204789302063,1.4618242447143585e-12,Upregulated
ARHGEF26,-2.30137572348818,1.478042175422318e-12,Downregulated
TPSG1,-1.7909774663758715,1.4875585981278992e-12,Downregulated
ZNF331,-1.6415696186836666,1.4877733856884625e-12,Downregulated
GNG2,-1.628039879920137,1.5056633728089205e-12,Downregulated
SLC6A16,-1.7451340744704842,1.506773663081965e-12,Downregulated
SGCE,-1.7600079104497972,1.5133185806256913e-12,Downregulated
