Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
KIFC3	3801	860.08	1709.26	332.14	470.14	559.28	642.59	283.05	684.02	271.48	665.29	967.76	204.07	314.17	1259.69	435.55	796.86	316.37	723.08	536.45	251.48	351.14	206.94	376.41	802.41	954.43	373.81	334.46	163.28	144.01	77.25	142.01	264.03	2090.03	353.59	753.83	307.69	543.96	318.57	206.94	890.44	1051.79	395.18	915.51	1216.75	836.53	305.55	305.55	540.19	603.67	583.07
DOCK11	139818	84.04	255.0	51.71	65.26	17.51	125.24	85.82	139.07	39.79	186.4	45.21	54.72	150.17	281.09	62.56	26.86	69.03	83.45	85.82	65.72	92.7	22.92	163.28	33.06	49.21	85.82	18.03	105.15	27.64	27.05	137.14	106.63	106.63	17.38	40.64	59.13	83.45	131.51	97.36	111.99	30.34	22.59	121.79	73.54	92.05	37.05	19.39	111.99	28.65	108.9
NENF	29937	3467.27	1628.26	2255.7	1378.57	1721.16	3060.45	2777.33	1111.82	3564.78	1225.22	2451.44	1950.0	2018.8	1950.0	2417.67	1832.01	2255.7	1583.71	2609.3	1487.87	2061.24	4268.94	1977.24	1350.18	1639.59	2609.3	1870.53	1844.76	2119.22	2061.24	2004.85	2240.11	1745.2	2319.15	2303.12	1977.24	2434.5	1781.89	1685.71	1674.06	1963.57	1991.0	1417.35	2090.03	1295.13	1498.22	1540.37	1991.0	1322.37	1583.71
TMEM231	79583	190.34	92.7	178.77	409.15	162.14	80.57	182.55	82.29	271.48	75.64	135.24	11.64	234.57	718.08	150.17	48.52	158.79	80.57	159.9	37.59	124.37	242.88	239.52	144.01	65.72	100.13	39.79	108.14	64.34	256.78	98.73	127.89	100.13	55.89	33.3	99.43	95.34	98.73	161.02	88.26	107.38	226.54	325.29	43.63	320.8	44.25	46.18	356.05	104.42	98.73
DNAH17	8632	19.39	69.52	27.64	23.93	34.26	32.13	555.41	127.0	447.82	97.36	32.36	34.02	8.19	54.72	33.78	190.34	265.87	429.54	285.03	25.35	14.24	19.39	228.13	25.54	109.66	211.31	1119.56	45.85	109.66	32.82	37.05	595.34	480.04	57.08	62.56	81.71	164.42	42.71	54.72	392.44	28.04	201.25	438.59	126.12	47.84	28.65	86.43	571.05	61.68	49.56
DCHS1	8642	72.52	115.97	132.44	65.26	34.26	136.19	78.34	77.79	17.13	107.38	27.64	32.36	77.25	126.12	267.73	43.02	29.7	92.7	81.71	122.64	103.69	26.47	100.83	40.36	63.45	126.12	22.59	52.08	19.53	10.63	81.71	119.26	229.72	24.81	94.01	36.79	89.51	94.67	346.29	98.73	37.59	34.51	197.09	104.42	518.15	27.05	24.28	99.43	62.12	66.65
ZFYVE19	84936	507.46	518.15	1023.0	866.07	713.11	470.14	486.75	688.78	551.56	412.0	802.41	693.58	567.1	660.68	708.18	1008.9	688.78	447.82	486.75	1143.1	579.04	567.1	559.28	314.17	988.12	309.83	808.0	457.25	547.75	612.11	785.88	336.79	647.07	490.14	409.15	493.56	406.31	229.72	551.56	483.38	679.29	438.59	429.54	934.76	813.63	327.56	587.13	679.29	486.75	470.14
RBMY1F	159163	0.0	0.0	0.0	3.69	0.0	0.0	6.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTRK1	4914	15.91	15.8	10.79	3.89	5.68	16.51	17.0	4.78	11.04	14.35	4.06	4.28	2.03	34.75	3.29	2.27	9.13	37.32	4.31	4.62	21.16	1.69	8.25	2.94	7.63	9.06	7.51	6.11	2.25	2.68	31.22	2.97	13.32	1.6	8.45	11.55	9.27	5.19	155.5	13.93	9.7	6.16	26.47	19.11	94.01	5.28	8.38	8.92	10.63	27.44
CCDC62	84660	1.53	1.93	3.41	0.44	2.07	3.2	3.29	3.5	1.38	2.43	2.2	1.64	2.41	2.86	4.06	1.35	1.16	2.84	3.44	2.56	1.07	1.13	0.84	2.92	2.1	3.0	0.43	4.66	1.35	1.07	15.8	6.73	1.75	2.92	1.23	2.01	0.89	0.8	3.82	0.8	1.38	6.11	1.35	2.43	3.44	1.16	1.46	1.23	2.39	1.95
HS3ST4	9951	0.0	0.0	224.97	10.71	0.0	7.69	21.78	0.39	2.81	0.78	0.0	84.63	1.53	0.43	0.0	0.0	1.62	1.0	0.41	0.35	1.35	0.0	0.73	0.0	0.0	8.06	0.0	67.12	0.0	11.47	0.0	88.26	0.82	0.0	0.0	0.0	125.24	0.39	0.64	0.0	2.84	37.85	15.56	0.0	120.1	2.23	0.0	1.73	0.0	78.89
CDH9	1007	1.23	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	1.58	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.6	0.0	0.0	2.01	2.73	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
SLC5A8	160728	0.0	81.14	6.52	46.18	0.0	3.5	1.0	1.33	0.27	14.24	0.0	6.46	1.75	32.82	3.17	0.0	3.41	5.77	3.32	0.27	1.57	0.8	0.08	3.92	0.0	13.22	0.0	7.22	0.0	15.45	40.93	0.07	0.11	5.96	18.03	0.0	87.03	0.0	0.73	0.06	0.28	0.07	1.33	0.0	6.62	26.28	0.31	0.0	0.05	5.45
WDR53	348793	1066.48	395.18	253.23	361.04	381.68	312.0	547.75	267.73	934.76	341.51	872.1	438.59	343.89	228.13	389.72	1304.15	748.61	753.83	1059.11	848.22	376.41	684.02	1073.91	232.94	536.45	476.71	884.29	896.64	559.28	909.17	343.89	429.54	293.07	559.28	368.65	490.14	248.0	603.67	669.92	273.37	463.65	356.05	339.14	463.65	454.09	791.35	371.22	381.68	366.09	381.68
NLN	57486	221.86	395.18	190.34	187.71	128.79	275.28	336.79	647.07	164.42	224.97	244.57	244.57	587.13	130.6	884.29	624.99	366.09	366.09	309.83	363.56	232.94	327.56	387.02	616.37	279.14	279.14	381.68	297.17	480.04	191.67	217.27	303.44	201.25	297.17	325.29	397.93	194.36	309.83	150.17	246.28	249.73	190.34	234.57	327.56	358.54	379.04	457.25	343.89	183.82	121.79
TBC1D31	93594	187.71	226.54	125.24	99.43	158.79	127.0	152.28	202.66	185.11	121.79	132.44	197.09	211.31	88.26	198.47	98.04	115.97	159.9	121.79	236.21	94.67	220.32	165.57	98.73	47.84	138.1	92.05	115.16	167.9	172.65	287.01	183.82	70.01	103.69	438.59	236.21	91.41	251.48	169.07	157.68	86.43	138.1	88.26	143.01	129.69	124.37	289.02	129.69	130.6	88.26
G6PC2	57818	0.0	4.74	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	3.03	0.42	0.42	0.0	0.0	0.52	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.51
NOXRED1	122945	5.23	4.58	6.01	17.64	4.17	5.28	5.02	5.45	3.69	2.78	6.67	8.85	2.76	13.32	11.82	1.93	4.43	4.35	3.89	4.58	3.35	3.56	3.41	5.59	1.53	4.98	2.03	9.41	3.59	4.03	5.36	2.18	5.15	15.34	6.31	7.63	2.81	2.12	11.04	1.36	7.46	10.63	6.52	4.5	3.53	2.92	5.73	4.74	20.26	5.06
ZNF597	146434	23.76	29.48	20.11	43.02	2.41	57.89	34.51	29.48	36.79	69.03	3.17	1.99	24.46	54.72	69.52	31.45	5.96	36.27	55.49	7.11	21.94	1.53	27.64	104.42	34.51	15.34	40.64	13.32	3.69	35.76	2.78	9.93	17.51	3.76	7.28	11.13	29.48	53.57	38.4	11.38	4.35	2.61	40.93	28.24	46.18	41.81	65.72	21.94	6.94	43.94
RNF114	55905	638.15	1295.13	2075.59	1407.55	656.11	1143.1	1359.57	738.29	1143.1	1143.1	775.05	1066.48	791.35	1059.11	1313.23	1037.29	802.41	954.43	775.05	1008.9	723.08	1044.52	738.29	1051.79	842.36	708.18	941.27	1088.92	890.44	1096.5	988.12	1225.22	703.28	896.64	684.02	915.51	802.41	1216.75	1340.84	1216.75	848.22	473.41	665.29	791.35	947.83	902.89	995.0	1304.15	802.41	1199.98
JOSD2	126119	713.11	954.43	941.27	1119.56	1769.57	1088.92	1088.92	802.41	1388.16	748.61	796.86	435.55	878.17	1167.14	283.05	392.44	1001.93	1023.0	603.67	332.14	1183.45	669.92	813.63	967.76	1059.11	1044.52	866.07	309.83	1651.0	842.36	718.08	842.36	1225.22	890.44	669.92	665.29	1199.98	551.56	708.18	1030.12	974.5	624.99	819.3	1104.13	1378.57	660.68	358.54	988.12	830.75	836.53
SFRP2	6423	2935.74	4152.18	5791.62	2997.45	540.19	6337.83	5872.48	1059.11	3081.75	4575.41	2956.17	629.35	3060.45	583.07	1167.14	1037.29	2075.59	5479.15	5995.9	2032.85	8134.41	392.44	7911.95	507.46	2520.38	12589.08	2018.8	255.0	1104.13	395.18	1233.75	10733.74	22380.2	518.15	2209.26	1407.55	7537.18	16611.71	97.36	2816.11	1104.13	3280.18	11189.6	4972.34	567.1	3212.66	551.56	7589.61	4152.18	1639.59
PNMA2	10687	21.16	67.12	41.81	44.57	48.87	31.9	107.38	50.27	6.89	70.01	12.74	11.64	36.79	176.29	8.99	7.06	21.16	24.28	41.52	11.91	29.91	4.13	23.08	111.21	14.35	39.5	6.21	31.22	1.95	4.21	7.63	19.11	58.71	9.41	32.82	10.47	64.34	25.35	21.16	22.92	5.73	8.38	33.06	17.51	73.03	14.67	13.83	51.35	22.1	26.47
CDH10	1008	0.26	2.66	0.24	2.43	1.46	1.38	0.67	0.25	0.22	4.35	0.0	2.23	0.85	1.77	0.0	0.0	0.0	0.57	2.01	0.79	2.16	1.83	0.27	201.25	1.79	3.0	0.85	1.25	0.0	0.0	2.48	0.26	2.25	0.22	1.68	0.0	2.14	2.86	2.29	0.57	0.0	0.27	6.67	0.29	19.82	0.0	0.0	0.97	0.0	7.06
C1orf158	93190	0.0	0.77	29.27	64.8	6.67	0.56	5.73	0.0	2.51	0.0	0.21	0.0	6.16	318.57	0.0	0.0	1.51	7.75	0.0	0.0	15.11	0.44	0.0	31.67	0.0	0.0	0.0	2.32	0.0	27.44	0.0	0.0	0.0	0.62	0.0	0.0	11.38	0.0	2.71	1.23	0.0	0.0	0.0	0.0	1.19	0.0	0.44	1.07	0.0	0.79
GLRA1	2741	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.39	0.0	0.45	0.0	0.0	0.0	0.92	0.0	0.36	0.0	0.0	0.0	0.36	0.0	0.39	0.0	0.41	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.41	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0
HENMT1	113802	295.11	320.8	791.35	120.94	432.53	100.83	195.72	111.21	124.37	81.14	100.13	9.85	212.78	171.45	785.88	258.57	191.67	435.55	167.9	454.09	62.12	55.1	67.12	395.18	14.89	441.64	305.55	320.8	31.9	244.57	361.04	563.18	141.02	28.04	139.07	44.89	199.85	215.77	320.8	148.09	22.1	129.69	165.57	320.8	543.96	81.71	50.98	289.02	44.25	307.69
STX16	8675	808.0	1561.89	389.72	660.68	1001.93	884.29	540.19	974.5	555.41	928.3	723.08	1369.04	780.44	995.0	1313.23	656.11	612.11	1111.82	1008.9	1199.98	450.94	954.43	514.56	1313.23	743.43	595.34	1023.0	507.46	738.29	429.54	802.41	866.07	909.17	1199.98	638.15	1175.27	532.74	698.41	1259.69	808.0	1167.14	629.35	733.19	753.83	1551.09	583.07	775.05	1447.15	1216.75	1096.5
PTX3	5806	198.47	40.64	77.25	67.59	11.38	28.86	483.38	40.93	36.01	144.01	44.25	23.08	75.64	103.69	57.89	3.41	12.09	29.91	32.13	47.84	191.67	1.48	10.0	49.56	75.11	39.5	60.82	10.24	14.14	12.27	3.26	934.76	303.44	54.33	114.36	13.72	1088.92	253.23	41.52	122.64	13.22	11.38	185.11	19.25	228.13	18.7	13.03	325.29	14.89	59.55
BFAR	51283	791.35	693.58	884.29	1059.11	441.64	1127.35	1397.83	1242.34	819.3	995.0	733.19	733.19	1059.11	954.43	1088.92	583.07	1081.39	902.89	1059.11	1008.9	934.76	2351.53	981.29	775.05	836.53	748.61	1286.18	1277.29	1001.93	819.3	693.58	954.43	1073.91	1313.23	785.88	1088.92	1175.27	1277.29	866.07	854.13	1104.13	961.07	1561.89	909.17	1111.82	1135.2	1417.35	1277.29	1447.15	1151.06
MEP1B	4225	0.83	0.46	0.78	0.0	0.78	0.0	1.79	0.0	1.08	1.31	0.44	2.71	1.13	0.0	0.73	1.07	2.34	0.8	0.47	0.4	0.58	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.75	2.61	0.45	0.52	0.41	0.87	0.0	0.0	0.0	0.74	0.44	0.0	0.45	0.0	0.0	0.43	0.0	0.43	0.0	1.81	0.47
SHROOM3	57619	34.26	159.9	214.27	118.43	48.18	115.97	96.68	256.78	90.14	159.9	28.04	85.82	708.18	323.03	215.77	3.66	72.52	146.03	78.89	43.32	72.01	86.43	25.91	169.07	40.07	50.63	59.13	88.88	58.71	59.55	90.77	186.4	46.5	87.65	115.16	52.08	175.07	56.28	124.37	110.43	68.07	108.14	94.67	43.32	246.28	32.36	52.08	183.82	87.65	253.23
NUP107	57122	438.59	540.19	314.17	403.5	457.25	432.53	511.0	406.31	860.08	476.71	454.09	555.41	647.07	412.0	1037.29	591.22	791.35	483.38	463.65	651.58	381.68	624.99	595.34	819.3	406.31	536.45	583.07	693.58	679.29	420.68	769.69	842.36	295.11	854.13	579.04	624.99	307.69	599.49	921.88	896.64	759.08	780.44	269.6	616.37	928.3	547.75	802.41	559.28	603.67	500.46
OR1N2	138882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.4	0.71	0.0
HS6ST1	9394	1331.57	583.07	684.02	1397.83	1561.89	1104.13	1268.46	197.09	559.28	1447.15	1143.1	2816.11	579.04	587.13	1208.34	947.83	463.65	2148.82	1268.46	743.43	1781.89	1991.0	1191.69	698.41	438.59	1030.12	514.56	961.07	1794.29	928.3	974.5	1427.22	1551.09	1551.09	483.38	1781.89	1662.49	567.1	1199.98	995.0	1757.34	2591.27	457.25	612.11	961.07	967.76	738.29	607.87	1030.12	1304.15
BRWD3	254065	34.75	56.28	97.36	74.06	81.71	62.12	64.34	88.26	43.02	97.36	47.84	144.01	94.67	58.3	144.01	23.59	85.82	67.12	120.94	150.17	36.79	75.11	176.29	76.71	66.65	76.17	85.82	197.09	127.0	61.68	66.18	154.42	100.13	94.01	96.68	144.01	72.52	115.16	93.35	70.51	97.36	145.02	66.65	87.03	144.01	42.71	107.38	157.68	119.26	86.43
FGF11	2256	1369.04	728.11	1037.29	101.54	214.27	128.79	132.44	82.29	620.67	432.53	651.58	629.35	79.45	19.25	143.01	563.18	525.39	403.5	115.97	249.73	414.87	147.06	223.41	62.12	713.11	198.47	1175.27	848.22	587.13	101.54	193.01	172.65	748.61	242.88	146.03	86.43	353.59	660.68	76.71	329.84	748.61	1135.2	698.41	884.29	379.04	211.31	384.34	518.15	325.29	187.71
CCDC138	165055	71.0	82.29	60.39	99.43	52.82	86.43	108.9	66.18	72.52	74.06	108.9	204.07	165.57	77.79	212.78	81.71	242.88	122.64	92.05	120.1	79.45	212.78	144.01	112.77	28.04	74.58	105.89	180.02	120.1	138.1	142.01	218.79	34.26	130.6	123.5	153.34	57.08	170.25	191.67	55.89	69.52	84.04	37.85	39.5	170.25	141.02	189.02	98.04	120.1	100.13
FAM193B	54540	954.43	954.43	320.8	753.83	1322.37	848.22	599.49	848.22	656.11	529.06	409.15	532.74	368.65	1697.45	860.08	417.77	679.29	563.18	587.13	2351.53	540.19	642.59	679.29	825.0	713.11	529.06	878.17	748.61	435.55	323.03	1127.35	392.44	1277.29	995.0	819.3	397.93	432.53	170.25	872.1	819.3	612.11	796.86	514.56	967.76	723.08	231.32	343.89	409.15	890.44	1015.93
BATF	10538	108.14	131.51	150.17	223.41	156.59	309.83	339.14	229.72	791.35	381.68	55.89	56.68	223.41	287.01	108.9	56.68	62.56	379.04	110.43	109.66	447.82	40.93	94.67	117.6	140.04	273.37	71.0	41.81	69.03	87.03	187.71	193.01	195.72	43.63	130.6	49.91	316.37	140.04	262.2	409.15	265.87	395.18	195.72	281.09	81.14	96.01	66.65	52.82	37.85	555.41
CTD-2545G14.7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.13	59.55	0.0	48.18	0.0	0.0	52.82	0.0	0.0	0.0	67.12	0.0	0.0	33.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	1284	2777.33	2520.38	1757.34	2434.5	688.78	4481.23	11664.82	3467.27	1096.5	4869.99	1651.0	1199.98	3716.2	2434.5	2591.27	1883.54	1242.34	3690.52	3018.3	2004.85	4869.99	1088.92	4512.4	2502.97	3847.29	3901.01	1662.49	1467.37	5711.87	429.54	974.5	3614.55	6699.25	1991.0	2682.69	2133.97	4095.0	2434.5	1008.9	9025.81	1806.78	1159.07	7803.01	3280.18	4769.75	1605.83	3614.55	5995.9	3614.55	4123.49
AGFG2	3268	381.68	547.75	470.14	463.65	105.15	318.57	195.72	273.37	329.84	297.17	119.26	182.55	244.57	409.15	153.34	426.57	221.86	279.14	128.79	111.21	327.56	118.43	136.19	121.79	141.02	303.44	154.42	295.11	301.33	223.41	156.59	149.12	167.9	186.4	180.02	191.67	387.02	185.11	159.9	234.57	180.02	115.97	232.94	251.48	130.6	120.1	195.72	395.18	267.73	559.28
TVP23B	51030	1037.29	612.11	1277.29	718.08	819.3	921.88	995.0	775.05	759.08	638.15	1096.5	1119.56	830.75	656.11	476.71	470.14	1733.13	802.41	1119.56	579.04	866.07	470.14	1143.1	543.96	1135.2	1151.06	802.41	579.04	1175.27	688.78	444.72	4010.71	1073.91	1208.34	1216.75	1551.09	708.18	764.36	417.77	738.29	3540.14	909.17	860.08	884.29	460.44	1388.16	1467.37	988.12	1457.23	974.5
FBXO42	54455	289.02	366.09	376.41	500.46	366.09	297.17	289.02	297.17	218.79	265.87	334.46	1037.29	176.29	381.68	289.02	329.84	267.73	423.61	223.41	480.04	373.81	231.32	265.87	316.37	305.55	384.34	336.79	316.37	201.25	217.27	651.58	353.59	432.53	197.09	297.17	218.79	384.34	332.14	500.46	343.89	371.22	514.56	299.25	444.72	423.61	201.25	301.33	336.79	271.48	403.5
NBEAL1	65065	65.26	151.22	95.34	64.8	120.1	59.97	87.65	70.51	59.13	72.01	50.98	108.14	65.72	94.67	48.18	201.25	96.68	101.54	100.13	122.64	50.27	88.26	145.02	149.12	86.43	836.53	57.49	228.13	82.29	67.59	50.63	51.35	77.25	39.79	145.02	68.07	73.03	124.37	33.3	39.22	38.4	46.18	90.14	57.49	134.3	64.8	109.66	83.45	57.08	66.18
BCL6	604	961.07	1697.45	825.0	2627.46	466.88	1073.91	587.13	1407.55	603.67	1662.49	1259.69	1963.57	358.54	1896.65	473.41	1769.57	1151.06	2664.15	1594.73	3018.3	1242.34	507.46	1617.0	2335.28	753.83	1059.11	587.13	1806.78	1674.06	995.0	483.38	651.58	1519.15	1216.75	1104.13	2555.58	1628.26	780.44	579.04	647.07	1044.52	830.75	1081.39	934.76	1467.37	947.83	1175.27	1369.04	1437.15	872.1
DNAJC3	5611	872.1	397.93	400.71	395.18	480.04	571.05	540.19	403.5	312.0	684.02	264.03	285.03	336.79	438.59	493.56	381.68	271.48	723.08	791.35	395.18	532.74	339.14	320.8	423.61	384.34	457.25	785.88	486.75	316.37	251.48	190.34	289.02	642.59	218.79	563.18	507.46	514.56	669.92	1059.11	642.59	532.74	409.15	547.75	551.56	547.75	351.14	348.71	389.72	480.04	414.87
CABP5	56344	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0
C1orf233	643988	429.54	128.79	99.43	81.14	1340.84	115.97	111.99	41.52	248.0	63.0	307.69	66.18	80.01	135.24	43.94	231.32	170.25	229.72	236.21	25.17	215.77	21.16	275.28	214.27	256.78	189.02	237.86	214.27	143.01	43.63	143.01	80.01	123.5	119.26	38.95	197.09	105.15	567.1	497.0	137.14	255.0	244.57	279.14	248.0	583.07	127.0	43.94	137.14	170.25	73.54
ADH6	130	1.93	26.47	4.03	12.55	5.54	5.41	5.54	0.85	6.21	6.46	4.21	14.89	6.16	11.21	5.5	3.5	11.91	29.06	21.63	4.31	0.0	3.14	15.22	49.91	0.96	1.25	0.0	2.27	1.99	7.4	4.43	2.94	4.54	5.32	36.53	4.94	4.35	3.2	2.32	4.21	8.85	8.0	6.11	3.59	2.48	3.26	2.81	10.0	6.06	9.56
VPS13B	157680	96.68	287.01	220.32	205.5	195.72	221.86	169.07	395.18	102.97	285.03	206.94	269.6	156.59	223.41	258.57	172.65	178.77	208.38	264.03	307.69	234.57	212.78	191.67	205.5	130.6	183.82	175.07	211.31	158.79	114.36	172.65	206.94	231.32	138.1	265.87	356.05	198.47	239.52	281.09	165.57	156.59	320.8	271.48	157.68	244.57	186.4	189.02	217.27	279.14	231.32
ZMYM3	9203	170.25	214.27	423.61	387.02	248.0	358.54	273.37	343.89	256.78	299.25	61.68	435.55	551.56	332.14	579.04	164.42	287.01	269.6	180.02	180.02	218.79	255.0	348.71	251.48	191.67	175.07	244.57	389.72	218.79	186.4	470.14	656.11	242.88	327.56	157.68	244.57	255.0	194.36	669.92	258.57	412.0	454.09	341.51	143.01	579.04	166.73	186.4	397.93	305.55	336.79
SEMA3D	223117	105.15	48.18	309.83	15.8	253.23	44.25	71.5	7.57	27.44	37.05	8.0	127.89	96.68	38.12	6.84	6.01	64.8	36.79	87.65	141.02	20.41	40.64	57.08	49.91	2.23	36.27	4.17	120.1	20.56	16.75	135.24	111.21	49.56	38.12	6.78	93.35	23.76	38.95	1.81	4.35	18.43	144.01	84.04	35.76	45.21	50.27	8.65	36.01	48.87	89.51
ITGB6	3694	236.21	830.75	132.44	728.11	934.76	426.57	1844.76	129.69	220.32	1127.35	514.56	708.18	84.04	961.07	563.18	69.03	303.44	928.3	836.53	265.87	361.04	35.25	102.97	323.03	563.18	571.05	466.88	599.49	68.07	181.28	46.18	507.46	1519.15	125.24	256.78	279.14	941.27	543.96	226.54	669.92	836.53	236.21	1388.16	620.67	277.2	486.75	842.36	297.17	94.01	743.43
RBM44	375316	2.2	3.59	1.23	4.58	4.94	4.31	2.43	6.41	1.99	5.28	6.46	4.62	6.57	8.71	4.28	2.36	8.25	3.0	10.08	4.62	2.2	10.39	2.25	7.4	5.36	1.77	4.54	17.38	2.73	2.01	0.83	2.2	6.06	3.96	10.08	4.7	4.82	3.0	3.17	2.16	3.2	88.26	7.11	7.69	14.45	3.5	5.45	2.76	3.66	5.02
CEACAM21	90273	13.03	32.59	32.59	56.28	2.81	115.16	101.54	39.22	17.25	92.7	16.27	6.84	27.84	299.25	17.38	11.73	9.93	53.19	17.9	7.4	63.45	3.5	4.43	17.0	10.0	59.55	6.41	27.84	14.56	15.0	19.97	13.93	35.0	5.59	25.17	12.93	73.54	19.53	32.13	42.41	21.01	17.38	62.12	36.01	26.67	12.83	7.11	16.75	12.83	115.97
ETV6	2120	244.57	229.72	325.29	518.15	265.87	353.59	1769.57	438.59	759.08	403.5	155.5	389.72	258.57	248.0	728.11	116.78	329.84	334.46	346.29	387.02	277.2	256.78	281.09	132.44	301.33	435.55	220.32	567.1	241.19	244.57	743.43	1651.0	389.72	215.77	281.09	361.04	429.54	450.94	753.83	500.46	305.55	435.55	525.39	463.65	343.89	239.52	470.14	476.71	303.44	743.43
C1RL	51279	808.0	579.04	703.28	896.64	934.76	928.3	1199.98	974.5	1059.11	723.08	620.67	358.54	536.45	890.44	974.5	190.34	1015.93	1340.84	1119.56	406.31	723.08	463.65	819.3	185.11	447.82	583.07	409.15	1199.98	540.19	368.65	450.94	599.49	909.17	825.0	665.29	543.96	1208.34	599.49	842.36	693.58	713.11	679.29	988.12	1167.14	633.73	599.49	947.83	759.08	808.0	769.69
CCDC181	57821	5.63	7.46	15.8	16.15	3.66	4.9	12.45	1.62	7.22	5.54	0.52	1.45	8.25	133.36	21.16	0.19	4.17	7.51	2.36	1.95	10.39	8.71	2.61	14.14	0.59	3.76	1.3	5.32	0.69	23.93	0.49	3.11	2.27	16.63	1.77	5.11	13.62	3.29	4.24	4.66	1.5	2.86	4.24	3.41	167.9	2.23	1.87	2.68	1.79	2.94
GPN3	51184	616.37	638.15	500.46	620.67	441.64	536.45	536.45	417.77	674.59	473.41	529.06	738.29	728.11	579.04	660.68	713.11	947.83	575.03	371.22	738.29	583.07	785.88	738.29	759.08	480.04	890.44	493.56	518.15	753.83	1023.0	693.58	665.29	343.89	575.03	764.36	728.11	450.94	547.75	651.58	713.11	285.03	748.61	327.56	660.68	616.37	808.0	713.11	616.37	563.18	497.0
RAP1GAP	5909	373.81	500.46	229.72	204.07	127.89	490.14	217.27	51.71	110.43	197.09	629.35	113.56	29.7	490.14	183.82	212.78	134.3	170.25	262.2	1119.56	775.05	194.36	56.68	115.97	277.2	100.13	166.73	124.37	255.0	113.56	68.55	71.0	96.68	336.79	466.88	384.34	351.14	84.63	289.02	50.98	52.45	25.72	110.43	237.86	403.5	226.54	84.63	149.12	656.11	155.5
