Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
AMD1	262	1001.93	1769.57	921.88	1037.29	961.07	769.69	738.29	507.46	1111.82	1651.0	1175.27	1561.89	1216.75	860.08	884.29	1331.57	2018.8	1286.18	1127.35	555.41	703.28	1397.83	753.83	1167.14	728.11	961.07	796.86	1551.09	1529.73	2816.11	825.0	525.39	629.35	1088.92	708.18	785.88	1359.57	1175.27	769.69	1175.27	629.35	1561.89	981.29	988.12	713.11	1397.83	1066.48	1001.93	1119.56	674.59
HLA-DOB	3112	334.46	63.89	92.05	85.22	8.85	334.46	595.34	86.43	148.09	221.86	161.02	25.54	47.84	228.13	29.06	30.34	336.79	137.14	151.22	34.75	612.11	221.86	83.45	86.43	34.26	98.04	53.57	84.04	50.27	45.53	486.75	297.17	121.79	262.2	65.72	45.53	191.67	50.27	43.32	93.35	108.14	95.34	154.42	159.9	19.11	159.9	172.65	40.64	54.72	323.03
ZNF614	80110	31.22	96.01	40.07	86.43	83.45	72.52	103.69	76.17	66.65	82.29	50.98	83.45	95.34	63.45	101.54	71.5	111.99	129.69	73.03	16.51	49.56	111.99	52.82	143.01	38.12	69.03	133.36	20.11	118.43	76.17	44.57	114.36	90.14	59.13	61.25	74.58	43.02	87.65	116.78	42.71	92.7	107.38	77.25	79.45	129.69	82.29	85.82	130.6	80.01	105.15
LRRC61	65999	406.31	236.21	780.44	314.17	141.02	202.66	743.43	559.28	412.0	221.86	111.99	423.61	450.94	314.17	426.57	232.94	287.01	518.15	149.12	198.47	457.25	17.25	305.55	323.03	165.57	232.94	138.1	265.87	575.03	206.94	133.36	351.14	376.41	44.25	211.31	128.79	318.57	109.66	301.33	384.34	180.02	249.73	500.46	265.87	612.11	176.29	303.44	356.05	198.47	525.39
RIPK1	8737	260.38	228.13	275.28	371.22	633.73	325.29	318.57	318.57	305.55	406.31	237.86	303.44	185.11	381.68	303.44	236.21	242.88	368.65	241.19	218.79	395.18	177.53	271.48	327.56	303.44	341.51	575.03	368.65	246.28	223.41	212.78	208.38	397.93	273.37	229.72	281.09	358.54	314.17	273.37	473.41	518.15	406.31	217.27	432.53	314.17	325.29	309.83	152.28	159.9	299.25
SSBP3-AS1	0	1.83	4.54	1.73	3.0	4.17	4.82	7.4	0.91	0.0	5.28	2.25	2.41	5.77	10.96	29.7	5.11	1.36	5.96	6.41	8.38	2.89	0.0	7.17	7.82	2.48	3.66	1.31	5.77	4.7	1.69	28.65	5.77	7.51	4.78	4.66	2.86	7.69	0.0	10.31	3.08	6.36	10.47	4.58	6.26	16.15	1.36	2.61	1.91	2.53	4.62
GPR111	222611	1.93	22.59	3.76	16.27	12.45	2.1	0.77	1.57	1.45	13.72	4.24	5.54	0.34	5.73	1.41	11.73	6.01	0.35	5.73	1.93	11.04	5.23	0.0	0.0	4.82	5.02	4.58	1.31	0.0	1.45	0.0	0.68	15.68	2.51	2.97	12.18	0.0	0.66	0.88	0.0	2.81	2.25	7.0	2.78	0.34	2.81	0.0	0.72	8.99	0.38
MRPL34	64981	1883.54	1561.89	1427.22	1467.37	974.5	2119.22	1651.0	1088.92	3103.19	1340.84	1015.93	961.07	2104.58	1540.37	460.44	1781.89	1175.27	1561.89	921.88	493.56	1697.45	2119.22	2520.38	698.41	633.73	1508.65	872.1	1583.71	2758.13	4066.71	3794.3	2133.97	1073.91	1923.14	2018.8	1709.26	1268.46	1662.49	1628.26	1819.35	1437.15	1498.22	1143.1	1508.65	1059.11	1709.26	791.35	1250.98	1639.59	1519.15
AL513478.1	0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.0
CTD-3105H18.14	0	2.89	2.23	1.71	5.73	1.04	4.7	4.46	10.39	3.53	2.76	1.45	4.66	3.99	7.51	2.2	1.28	4.28	4.5	1.91	0.66	3.86	0.0	1.87	0.75	2.43	3.66	0.71	6.11	1.58	2.92	0.0	7.51	4.58	3.82	3.79	4.24	5.15	1.08	2.56	4.21	2.58	3.63	9.13	3.56	1.06	0.75	2.05	1.55	2.32	4.5
FAM174A	345757	559.28	325.29	389.72	387.02	497.0	426.57	297.17	260.38	249.73	271.48	307.69	457.25	229.72	1015.93	133.36	332.14	395.18	323.03	392.44	202.66	540.19	248.0	228.13	275.28	483.38	366.09	825.0	231.32	271.48	339.14	201.25	234.57	379.04	366.09	329.84	334.46	463.65	275.28	111.99	242.88	450.94	463.65	480.04	460.44	176.29	392.44	376.41	316.37	341.51	309.83
PKHD1	5314	2.56	0.61	6.46	0.56	8.0	1.58	7.17	0.29	2.51	0.65	0.3	10.24	0.0	0.99	1.03	0.0	4.58	0.0	0.62	4.28	0.0	0.0	0.31	0.0	0.0	0.31	0.28	2.27	0.0	3.0	10.47	1.46	0.69	4.82	0.93	0.95	1.89	7.46	0.53	0.0	0.27	2.58	12.64	0.33	3.44	0.59	0.28	2.12	0.27	16.27
PSMD8	5714	24153.43	3690.52	5255.91	4704.07	12676.65	5751.61	6607.01	3820.7	7589.61	4298.64	5594.3	2664.15	5751.61	3690.52	4123.49	5147.73	11827.67	3716.2	5329.3	8078.22	3395.89	6745.86	6607.01	6840.04	5517.27	5041.77	5006.93	5633.22	4937.99	8134.41	20451.65	4298.64	5329.3	4481.23	7280.4	5112.16	5076.84	5329.3	5076.84	4769.75	4239.45	5183.54	5831.91	5112.16	7081.29	5219.6	3639.7	4671.57	4388.98	3515.68
CCDC66	285331	91.41	170.25	88.88	89.51	164.42	161.02	133.36	140.04	117.6	128.79	80.57	116.78	126.12	271.48	132.44	98.73	190.34	106.63	103.69	166.73	105.15	129.69	115.97	289.02	71.5	119.26	119.26	193.01	117.6	93.35	137.14	490.14	137.14	239.52	75.64	140.04	77.79	82.29	201.25	85.82	73.03	157.68	88.26	99.43	151.22	98.04	92.7	169.07	193.01	206.94
WDR87	83889	0.0	3.03	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.66	0.0	0.0	13.32	0.0	0.0	0.37	2.66	0.0	0.0	0.0	0.36	0.32	0.0	0.92	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.34	0.66	0.0	0.0	0.0	0.0
ALLC	55821	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.71	0.0	0.41	0.0	0.73	0.0	1.0	0.0	2.58	0.0	0.44	2.89	0.0	0.4	0.43	0.0	0.0	0.0	0.0	3.35	1.95	0.39	1.79	0.0	0.0	2.32	1.58	0.0	0.0	0.0	5.5	1.83	0.0	0.0	0.0	1.25	1.77	0.0	1.77	0.0	3.72	0.0
ANAPC5	51433	2224.63	2555.58	1350.18	2240.11	1883.54	2032.85	2739.08	1313.23	4095.0	1519.15	2104.58	2591.27	2468.49	1819.35	2555.58	2451.44	2720.15	2104.58	2090.03	2032.85	2209.26	3280.18	2682.69	1709.26	1896.65	2224.63	1030.12	2163.77	2287.2	3467.27	3589.58	2090.03	1844.76	2032.85	2758.13	2090.03	1639.59	1936.53	2591.27	2682.69	1066.48	3395.89	1447.15	3325.99	3491.39	2609.3	1044.52	2335.28	2367.9	2119.22
DMRT2	10655	209.84	4.54	175.07	223.41	12.83	878.17	13.42	5.06	118.43	163.28	371.22	0.0	11.82	35.0	368.65	486.75	361.04	7.63	211.31	293.07	269.6	518.15	567.1	46.5	24.99	143.01	1.19	175.07	470.14	400.71	248.0	15.56	16.15	511.0	4.66	620.67	71.5	43.02	376.41	1.64	39.5	139.07	61.25	40.07	132.44	426.57	79.45	48.18	381.68	1.71
PPT1	5538	1605.83	2032.85	2875.3	1697.45	1991.0	3639.7	2520.38	2178.83	1844.76	1936.53	3168.41	1909.85	3820.7	2758.13	5112.16	3589.58	1806.78	1950.0	3168.41	1757.34	1572.76	2855.44	1977.24	2816.11	1437.15	2090.03	1378.57	3768.09	1340.84	2367.9	1508.65	2224.63	2609.3	2163.77	1594.73	1561.89	1883.54	2209.26	2609.3	2976.74	1697.45	1991.0	1923.14	1963.57	1769.57	3419.52	2758.13	1769.57	1119.56	2178.83
GRM8	2918	13.72	5.82	3.06	6.62	1.46	5.45	10.79	5.15	8.71	2.84	4.21	6.36	191.67	8.99	11.82	1.95	9.41	20.41	4.5	7.88	5.36	1.5	12.64	2.23	2.89	7.94	12.74	1.91	0.78	2.92	20.11	18.03	7.82	2.86	2.73	13.22	5.15	2.18	1.38	2.18	7.88	1.6	4.21	10.08	28.65	3.56	7.34	5.28	16.75	9.56
SYCE2	256126	10.0	23.42	31.0	16.63	80.57	13.93	25.72	12.45	31.0	15.34	11.82	42.71	35.25	10.08	54.72	10.96	8.71	53.57	3.06	29.06	3.26	12.27	18.97	41.52	4.66	12.27	9.34	18.16	82.87	12.27	53.95	102.97	9.13	50.27	14.24	7.57	13.62	4.5	123.5	9.41	14.14	21.01	10.08	34.02	33.3	14.67	8.32	49.21	12.18	33.78
KCNK9	51305	1.36	27.44	2.92	0.0	21.63	2.97	9.63	0.61	79.45	157.68	4.35	6.16	68.55	1.07	38.67	16.88	22.43	0.0	5.32	70.51	3.59	50.98	6.89	3.41	2.66	1.75	2.58	0.0	69.03	20.11	5.82	72.52	1.93	11.04	0.65	27.44	10.79	4.66	5.15	10.88	1.57	76.17	7.69	1.85	134.3	6.62	9.7	40.64	45.21	5.32
IGBP1	3476	620.67	748.61	660.68	1277.29	1037.29	1331.57	1066.48	780.44	1268.46	902.89	1183.45	802.41	866.07	1151.06	665.29	854.13	1685.71	679.29	802.41	848.22	988.12	2502.97	1529.73	503.95	1104.13	1111.82	1199.98	1909.85	921.88	1369.04	1088.92	1096.5	890.44	1583.71	1561.89	1551.09	909.17	775.05	842.36	1143.1	872.1	1721.16	1059.11	872.1	819.3	1250.98	1008.9	1135.2	1233.75	825.0
PTPRK	5796	796.86	679.29	454.09	679.29	525.39	536.45	642.59	339.14	309.83	723.08	595.34	890.44	1059.11	341.51	1051.79	379.04	651.58	423.61	647.07	928.3	444.72	476.71	647.07	426.57	669.92	490.14	366.09	1340.84	647.07	532.74	265.87	607.87	775.05	229.72	414.87	830.75	665.29	684.02	320.8	559.28	738.29	679.29	684.02	363.56	660.68	819.3	1286.18	819.3	1073.91	612.11
D2HGDH	728294	305.55	603.67	599.49	497.0	688.78	218.79	256.78	361.04	224.97	480.04	221.86	785.88	293.07	753.83	540.19	223.41	229.72	329.84	242.88	723.08	176.29	320.8	205.5	417.77	323.03	185.11	119.26	125.24	507.46	232.94	476.71	220.32	521.76	638.15	299.25	229.72	414.87	94.67	277.2	262.2	1508.65	521.76	195.72	384.34	759.08	141.02	291.04	366.09	450.94	432.53
TESK1	7016	665.29	1030.12	703.28	392.44	633.73	1030.12	1697.45	753.83	511.0	2384.37	1037.29	599.49	476.71	848.22	759.08	438.59	559.28	642.59	567.1	490.14	1001.93	674.59	928.3	1037.29	559.28	718.08	723.08	656.11	525.39	291.04	713.11	1001.93	813.63	915.51	629.35	587.13	591.22	400.71	1037.29	1359.57	438.59	447.82	647.07	638.15	1388.16	921.88	320.8	521.76	713.11	743.43
GSTZ1	2954	518.15	507.46	1378.57	890.44	684.02	540.19	356.05	563.18	780.44	551.56	497.0	503.95	521.76	447.82	607.87	532.74	713.11	518.15	314.17	336.79	547.75	796.86	463.65	293.07	275.28	688.78	583.07	915.51	1304.15	808.0	476.71	301.33	166.73	1331.57	563.18	463.65	961.07	381.68	273.37	255.0	392.44	718.08	450.94	260.38	571.05	612.11	346.29	669.92	1467.37	327.56
PRDM5	11107	48.87	84.04	30.12	28.65	16.15	65.26	37.59	27.25	10.0	52.45	31.0	141.02	37.59	75.11	32.36	15.45	49.21	43.94	76.71	72.01	37.32	181.28	10.0	40.64	24.11	31.67	55.89	85.22	9.78	42.41	8.0	31.45	44.57	111.99	27.44	28.04	31.9	27.44	61.25	21.01	26.28	50.27	42.11	10.24	175.07	47.17	12.27	45.21	82.87	39.22
FRG2B	441581	0.0	0.66	0.0	0.0	0.33	0.38	0.0	0.0	0.0	0.0	0.0	0.3	1.41	0.0	0.0	0.0	1.22	0.0	0.0	17.0	0.45	1.71	0.36	0.0	0.0	0.96	0.0	0.0	1.33	76.17	0.0	0.0	1.73	0.0	6.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	40.64	4.24	0.93	0.0	0.99	2.41	0.97
MTMR4	9110	341.51	633.73	387.02	312.0	279.14	384.34	629.35	454.09	336.79	384.34	195.72	432.53	476.71	260.38	713.11	500.46	473.41	441.64	265.87	723.08	287.01	457.25	295.11	536.45	336.79	277.2	400.71	813.63	483.38	307.69	217.27	1277.29	395.18	567.1	239.52	397.93	197.09	346.29	540.19	358.54	674.59	341.51	325.29	215.77	583.07	264.03	595.34	547.75	438.59	384.34
ZNF878	729747	3.11	17.0	3.29	2.2	1.07	2.07	3.89	13.62	2.46	6.67	7.46	3.06	8.85	2.97	12.36	18.56	4.21	14.03	1.17	0.0	3.0	4.43	1.97	5.36	9.63	1.55	9.85	9.06	12.36	2.81	10.71	1.93	5.73	1.39	6.01	1.19	2.53	7.06	10.31	1.89	1.04	4.28	2.63	35.0	17.13	3.44	7.22	6.46	2.51	1.99
RP11-507M3.1	0	0.41	0.83	0.0	0.0	0.75	0.88	0.91	0.4	2.12	0.88	0.41	0.0	0.39	1.33	2.07	0.0	1.57	0.0	2.07	0.37	0.0	1.51	0.0	0.8	0.46	0.42	0.74	0.41	1.04	0.38	0.0	0.8	1.38	2.46	0.43	0.0	0.45	0.78	0.38	0.0	0.0	0.42	1.38	0.0	0.39	0.41	1.5	1.27	0.39	3.35
RTCB	51493	1662.49	1639.59	2319.15	2148.82	1477.58	2075.59	2075.59	1369.04	2796.65	2104.58	1977.24	1628.26	1457.23	1295.13	1268.46	1572.76	3395.89	1369.04	1832.01	2271.4	1407.55	2855.44	1870.53	1127.35	1304.15	1551.09	1304.15	2758.13	1781.89	3419.52	3614.55	2591.27	1709.26	1909.85	1242.34	2591.27	2591.27	1151.06	1242.34	1950.0	1191.69	3280.18	2451.44	1857.6	3303.0	1991.0	1583.71	1685.71	2240.11	1407.55
MEGF8	1954	249.73	165.57	366.09	218.79	429.54	189.02	279.14	397.93	88.88	279.14	173.85	126.12	341.51	223.41	327.56	96.01	102.25	384.34	199.85	277.2	211.31	64.8	483.38	426.57	201.25	115.97	237.86	198.47	189.02	111.99	356.05	277.2	536.45	142.01	138.1	301.33	307.69	104.42	273.37	162.14	206.94	236.21	490.14	291.04	674.59	133.36	93.35	420.68	253.23	409.15
IL36G	56300	4.66	59.97	12.83	66.65	2104.58	16.39	114.36	2.94	155.5	486.75	514.56	1651.0	2.48	3.76	2.34	1167.14	37.32	89.51	2193.99	10.08	150.17	136.19	133.36	1.77	583.07	371.22	941.27	8.51	323.03	941.27	0.0	19.82	301.33	111.21	1.85	1208.34	463.65	1605.83	2.39	169.07	137.14	497.0	698.41	981.29	4.43	988.12	88.88	81.71	1250.98	8.85
PEX12	5193	89.51	49.21	100.13	102.97	72.52	100.83	84.63	120.1	80.01	126.12	106.63	87.65	155.5	77.25	94.67	131.51	204.07	123.5	117.6	115.16	94.01	209.84	118.43	97.36	26.47	121.79	158.79	218.79	139.07	138.1	69.03	141.02	67.12	162.14	53.19	164.42	55.49	98.04	111.21	96.01	128.79	57.49	62.56	43.63	183.82	85.22	73.54	139.07	100.13	91.41
ARHGAP22	58504	223.41	62.56	69.52	109.66	121.79	132.44	271.48	172.65	156.59	75.11	99.43	39.22	69.52	134.3	57.08	33.78	44.25	76.71	68.55	40.64	58.71	17.64	42.11	125.24	63.0	39.79	55.89	59.13	18.03	15.91	105.89	80.57	191.67	46.5	39.79	39.79	81.71	50.27	97.36	195.72	89.51	38.4	103.69	59.97	157.68	41.22	115.97	155.5	25.54	127.0
FUS	2521	4210.15	6164.49	5517.27	5517.27	6250.56	5479.15	7331.05	4575.41	4358.66	7230.1	3614.55	5872.48	8840.04	5633.22	11745.96	4010.71	2976.74	4736.79	4268.94	11112.3	5076.84	6037.61	6935.54	5594.3	4038.61	4066.71	3540.14	3103.19	6207.38	3955.48	6164.49	8479.89	4639.29	7331.05	4836.35	4095.0	5441.3	2502.97	12415.75	4481.23	6426.31	6792.79	4543.8	5995.9	9279.58	4268.94	7230.1	7331.05	5791.62	5913.33
TAF5	6877	78.89	59.97	64.8	49.21	66.18	59.97	140.04	44.25	63.0	71.0	76.71	51.71	68.55	33.54	76.17	102.97	50.63	65.26	76.71	86.43	61.68	78.34	167.9	49.21	35.25	51.35	101.54	139.07	70.51	88.26	74.06	120.94	43.32	63.89	51.71	90.14	48.18	88.26	117.6	115.97	64.34	103.69	62.56	58.71	121.79	47.5	80.57	65.26	105.15	43.32
PNPLA8	50640	438.59	525.39	567.1	366.09	229.72	368.65	318.57	665.29	281.09	435.55	138.1	376.41	379.04	373.81	463.65	532.74	633.73	312.0	529.06	435.55	305.55	255.0	242.88	389.72	336.79	514.56	279.14	759.08	206.94	353.59	150.17	271.48	348.71	215.77	299.25	543.96	336.79	470.14	316.37	299.25	351.14	265.87	395.18	309.83	237.86	450.94	395.18	256.78	426.57	460.44
DAG1	1605	1066.48	684.02	954.43	703.28	1685.71	1030.12	1119.56	688.78	1151.06	738.29	563.18	974.5	1477.58	796.86	860.08	802.41	974.5	698.41	967.76	583.07	684.02	454.09	878.17	4512.4	1313.23	693.58	591.22	1015.93	1037.29	796.86	486.75	1051.79	674.59	813.63	389.72	860.08	775.05	775.05	954.43	665.29	854.13	571.05	1096.5	928.3	769.69	854.13	941.27	1617.0	660.68	921.88
GJA10	84694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1B15	441282	22.92	316.37	28.45	13.93	52.82	221.86	20.71	5.54	75.11	9.2	106.63	412.0	438.59	2.61	18.29	2104.58	58.71	41.22	616.37	228.13	10.16	37.32	37.32	12.74	130.6	37.32	52.45	34.02	10.39	49.56	0.0	3.89	201.25	6.36	1051.79	77.79	44.57	98.04	2.51	51.35	55.1	11.91	193.01	612.11	1.55	379.04	59.97	49.21	186.4	1.68
FAM154A	158297	0.65	0.31	3.17	0.92	0.27	1.08	0.73	0.29	0.0	1.46	0.0	0.0	0.91	1.48	0.85	0.0	1.31	0.0	0.67	1.45	0.42	0.61	0.31	0.3	0.34	0.0	0.27	0.99	0.0	0.0	0.0	1.33	1.14	0.0	0.0	0.33	0.34	0.0	1.77	0.0	0.27	0.0	1.55	0.0	0.6	0.0	0.0	0.68	0.0	0.0
CILP	8483	110.43	120.94	624.99	24.28	4.62	575.03	486.75	450.94	26.67	147.06	38.67	65.72	9.41	24.81	61.25	32.59	28.24	229.72	163.28	260.38	135.24	6.78	232.94	21.16	33.06	447.82	8.99	72.01	10.31	3.29	208.38	559.28	457.25	3.26	36.27	21.78	151.22	120.94	22.92	591.22	38.95	63.45	426.57	181.28	11.55	68.07	6.31	122.64	27.05	195.72
C7orf63	79846	48.18	39.5	27.64	72.01	21.01	33.3	30.34	63.0	31.0	31.0	45.53	61.25	52.45	177.53	51.71	13.03	47.17	26.47	24.63	20.56	88.88	37.05	12.55	54.72	25.35	41.81	21.01	37.32	24.11	23.76	6.67	36.53	124.37	66.65	44.25	10.47	32.13	21.94	22.75	89.51	23.08	66.65	57.08	44.25	412.0	23.93	16.88	38.95	52.82	59.55
HSPH1	10808	4095.0	1605.83	1216.75	878.17	1111.82	819.3	1233.75	884.29	1135.2	1617.0	1477.58	1268.46	995.0	1286.18	4328.55	2163.77	4388.98	878.17	3540.14	1250.98	1199.98	1806.78	1167.14	808.0	1350.18	1487.87	1781.89	1662.49	1340.84	796.86	718.08	3124.78	1437.15	878.17	2119.22	1991.0	2502.97	2609.3	1745.2	4388.98	1551.09	1769.57	934.76	1044.52	1073.91	1388.16	1896.65	1508.65	2758.13	808.0
MED9	55090	265.87	191.67	423.61	246.28	182.55	246.28	172.65	208.38	275.28	209.84	358.54	223.41	223.41	228.13	229.72	175.07	201.25	170.25	180.02	189.02	195.72	172.65	301.33	169.07	181.28	273.37	236.21	186.4	420.68	164.42	305.55	177.53	199.85	417.77	189.02	316.37	199.85	124.37	366.09	229.72	141.02	241.19	211.31	135.24	187.71	309.83	190.34	500.46	309.83	167.9
PRPF38B	55119	285.03	780.44	381.68	591.22	457.25	529.06	409.15	511.0	295.11	555.41	579.04	748.61	511.0	713.11	1001.93	466.88	351.14	651.58	532.74	642.59	470.14	343.89	435.55	759.08	423.61	470.14	441.64	665.29	339.14	429.54	251.48	591.22	674.59	447.82	723.08	718.08	518.15	389.72	624.99	624.99	507.46	860.08	406.31	616.37	947.83	334.46	567.1	473.41	698.41	830.75
FRMD7	90167	0.0	0.66	0.89	0.89	0.6	0.0	0.73	0.33	0.3	0.71	0.33	9.41	0.31	0.0	0.29	0.0	6.11	0.33	1.0	1.36	2.86	2.34	0.0	0.0	0.38	1.89	0.0	11.64	0.29	2.2	0.0	3.03	0.74	0.3	0.0	0.0	0.0	0.0	1.11	0.0	1.93	0.0	1.46	0.71	0.0	0.0	0.91	2.89	4.9	1.0
KCTD5	54442	497.0	1044.52	647.07	780.44	334.46	579.04	476.71	915.51	764.36	866.07	603.67	438.59	571.05	486.75	764.36	866.07	493.56	718.08	759.08	559.28	500.46	334.46	679.29	361.04	1208.34	486.75	1096.5	353.59	967.76	1015.93	791.35	414.87	693.58	723.08	361.04	669.92	688.78	842.36	738.29	703.28	759.08	583.07	651.58	819.3	693.58	836.53	878.17	703.28	780.44	583.07
ZNF396	252884	76.17	20.56	70.01	60.82	17.9	30.34	66.18	13.12	74.06	29.06	21.47	22.75	48.18	85.82	88.26	26.47	73.03	17.51	33.54	81.14	16.39	31.22	22.43	50.27	8.92	15.11	43.02	31.0	4.03	48.18	41.22	49.56	25.54	122.64	10.39	20.56	29.06	12.93	44.25	16.51	26.1	22.75	16.03	12.18	73.03	14.03	5.59	24.99	19.11	38.12
FAAH2	158584	45.21	63.45	265.87	140.04	629.35	146.03	152.28	118.43	163.28	95.34	111.21	320.8	85.82	194.36	102.25	163.28	144.01	239.52	126.12	60.82	100.83	117.6	62.56	52.82	103.69	115.97	104.42	312.0	44.89	111.99	339.14	336.79	69.52	64.34	373.81	229.72	198.47	51.35	420.68	161.02	299.25	651.58	55.89	123.5	105.89	92.7	164.42	47.5	48.18	246.28
C1QTNF6	114904	1277.29	269.6	426.57	454.09	866.07	507.46	775.05	1199.98	420.68	400.71	460.44	201.25	591.22	153.34	231.32	248.0	591.22	379.04	318.57	204.07	713.11	206.94	409.15	4512.4	848.22	775.05	336.79	264.03	414.87	147.06	384.34	674.59	1388.16	536.45	819.3	212.78	547.75	473.41	287.01	1037.29	665.29	1498.22	1519.15	878.17	486.75	256.78	113.56	902.89	813.63	493.56
PAQR8	85315	41.52	85.82	69.03	74.58	3.56	90.77	116.78	91.41	57.08	62.12	54.33	18.43	182.55	144.01	104.42	49.56	127.0	103.69	80.57	35.76	90.77	85.82	62.12	28.45	25.72	47.5	16.75	90.77	10.96	63.89	56.28	64.34	63.0	51.71	21.94	49.21	57.49	34.51	77.79	66.65	25.35	28.65	112.77	45.21	78.34	40.64	7.69	65.72	38.12	146.03
SPATA31A1	647060	0.0	0.66	0.0	0.0	0.31	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.37	1.5	0.0	0.0	4.54	0.0	0.0
BLOC1S4	55330	199.85	186.4	679.29	232.94	299.25	228.13	143.01	583.07	316.37	283.05	341.51	336.79	215.77	251.48	275.28	232.94	197.09	271.48	343.89	285.03	197.09	281.09	171.45	371.22	325.29	255.0	226.54	137.14	157.68	269.6	361.04	323.03	260.38	305.55	476.71	215.77	327.56	271.48	414.87	211.31	305.55	336.79	262.2	163.28	223.41	318.57	144.01	241.19	258.57	214.27
TPRN	286262	371.22	204.07	260.38	379.04	223.41	267.73	132.44	373.81	314.17	379.04	339.14	194.36	186.4	567.1	165.57	460.44	387.02	228.13	214.27	76.71	339.14	205.5	507.46	387.02	111.99	113.56	147.06	133.36	400.71	191.67	346.29	118.43	115.97	295.11	187.71	201.25	190.34	59.97	351.14	104.42	237.86	111.21	108.9	145.02	275.28	307.69	232.94	131.51	297.17	154.42
CAPN6	827	5.5	4.9	2.71	7.69	0.87	40.36	226.54	0.15	3.66	27.64	0.41	5.54	2.25	12.64	7.34	0.36	8.13	6.16	6.89	31.22	8.19	9.27	2.25	3039.3	0.77	1.73	0.39	9.93	0.35	8.32	2.32	808.0	1.38	1.04	12.93	0.73	11.38	1.89	21.63	0.4	0.13	0.69	2.81	6.01	82.87	8.32	1.6	16.51	1.08	33.54
CCL14	6358	134.3	244.57	253.23	476.71	1.85	599.49	743.43	191.67	22.75	567.1	34.75	72.52	68.55	703.28	18.29	120.1	42.41	684.02	351.14	120.1	1331.57	109.66	264.03	127.89	10.88	320.8	17.38	808.0	28.86	127.89	104.42	33.54	66.18	97.36	743.43	78.34	1059.11	94.67	69.03	197.09	10.16	36.01	105.15	229.72	114.36	88.26	63.89	37.59	25.91	178.77
VWC2L	402117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.39	0.0	0.0	0.0	0.39	0.31	0.0	0.0	0.0	0.0	0.61	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSM4	25804	5995.9	4066.71	5633.22	3349.13	4010.71	4298.64	2976.74	3639.7	6250.56	3168.41	3690.52	2976.74	6935.54	2287.2	3303.0	11035.54	3768.09	3955.48	2664.15	1605.83	3235.01	5183.54	5633.22	2555.58	1991.0	3589.58	2287.2	2816.11	6381.92	7485.11	7857.29	4972.34	1870.53	4671.57	2451.44	3124.78	4512.4	2720.15	9025.81	3540.14	4639.29	4869.99	2537.92	4210.15	4575.41	4239.45	4095.0	3395.89	3325.99	3235.01
